Tick,RunF64,RunF32,RunI64,RunI32
4,1.5e-07,8e-08,9e-08,1e-07
8,5.2e-07,5e-07,5.4e-07,5.8e-07
16,5.09e-06,3.85e-06,4.03e-06,4.02e-06
32,3.916e-05,3.244e-05,2.921e-05,2.949e-05
64,0.00026466,0.00025041,0.00024072,0.0002598
128,0.00192856,0.00185269,0.00189172,0.00191882
256,0.01721682,0.01619994,0.0170182,0.01789682
512,0.17658453,0.16097477,0.17676243,0.17581725
1024,7.37637367,7.38736313,7.40860169,7.09278804
