Tick,RunF64,RunF32,RunI64,RunI32
4,4.3e-07,4.2e-07,4.1e-07,4.4e-07
8,3.15e-06,3.09e-06,3.12e-06,3.03e-06
16,2.467e-05,2.409e-05,2.363e-05,2.252e-05
32,0.00019986,0.0001862,0.00018112,0.00018115
64,0.00152325,0.00146497,0.00144353,0.00145966
128,0.01261091,0.01204975,0.011821,0.01171374
256,0.10637323,0.10286196,0.10338577,0.09949747
512,0.9588037,0.91871383,0.94069625,0.88590614
1024,13.98955851,8.89037661,13.322237,8.51670574
