Tick,RunF64,RunF32,RunI64,RunI32
4,7.3e-07,7e-07,7.1e-07,6.6e-07
8,1.97e-06,1.44e-06,1.97e-06,1.95e-06
16,3.02e-06,2.43e-06,2.18e-06,2.46e-06
32,1.255e-05,1.239e-05,1.151e-05,1.252e-05
64,9.627e-05,9.277e-05,0.00010202,9.705e-05
128,0.00068627,0.00064938,0.00066071,0.00069481
256,0.00612049,0.005695,0.00602161,0.00639435
512,0.06563378,0.06048389,0.06833981,0.06600487
1024,2.60662805,2.59270305,2.59521797,2.45929017
