Tick,RunF64,RunF32,RunI64,RunI32
M:1 N:1,3e-08,3e-08,5e-08,3e-08
M:2 N:1,9e-08,8e-08,8e-08,7e-08
M:2 N:2,1e-07,1.3e-07,1e-07,1.5e-07
M:3 N:1,1.1e-07,1.1e-07,1.3e-07,1.1e-07
M:3 N:2,3e-07,3.1e-07,2.5e-07,2.5e-07
M:3 N:3,3.5e-07,2.2e-07,3e-07,2.3e-07
M:4 N:1,1.7e-07,1.7e-07,1.7e-07,1.7e-07
M:4 N:2,2.8e-07,2.6e-07,2.8e-07,2.6e-07
M:4 N:3,3.9e-07,3.8e-07,3.7e-07,3.7e-07
M:4 N:4,4.8e-07,5.1e-07,4.8e-07,4.6e-07
M:5 N:1,2.6e-07,2.5e-07,2.6e-07,2.6e-07
M:5 N:2,4.4e-07,4.3e-07,4.2e-07,4.1e-07
M:5 N:3,6.1e-07,5.9e-07,5.8e-07,5.7e-07
M:5 N:4,1.08e-06,1.02e-06,7.8e-07,7.3e-07
M:5 N:5,1.2e-06,1.07e-06,9.2e-07,8.8e-07
M:6 N:1,3.8e-07,3.6e-07,3.7e-07,3.6e-07
M:6 N:2,7.7e-07,5.8e-07,5.7e-07,5.7e-07
M:6 N:3,8.5e-07,8.1e-07,1.02e-06,8.9e-07
M:6 N:4,1.08e-06,1.05e-06,1.02e-06,1.02e-06
M:6 N:5,1.34e-06,1.29e-06,1.27e-06,1.27e-06
M:6 N:6,1.55e-06,1.47e-06,1.45e-06,1.44e-06
M:7 N:1,6.3e-07,5.8e-07,6.3e-07,6e-07
M:7 N:2,1.09e-06,8.7e-07,9.6e-07,8.7e-07
M:7 N:3,1.09e-06,1.17e-06,1.07e-06,1.05e-06
M:7 N:4,1.41e-06,2.15e-06,1.71e-06,1.69e-06
M:7 N:5,1.71e-06,1.72e-06,1.75e-06,1.67e-06
M:7 N:6,2e-06,2.14e-06,2.01e-06,1.94e-06
M:7 N:7,2.3e-06,2.35e-06,2.25e-06,2.27e-06
M:8 N:1,6.1e-07,6.3e-07,6.2e-07,6.1e-07
M:8 N:2,1.06e-06,1.01e-06,1.08e-06,1e-06
M:8 N:3,1.47e-06,1.5e-06,1.4e-06,1.4e-06
M:8 N:4,2.14e-06,1.92e-06,1.78e-06,1.93e-06
M:8 N:5,2.4e-06,2.25e-06,2.22e-06,2.14e-06
M:8 N:6,2.7e-06,2.7e-06,2.57e-06,2.52e-06
M:8 N:7,3.5e-06,3.37e-06,3.01e-06,2.97e-06
M:8 N:8,3.53e-06,3.48e-06,3.42e-06,3.47e-06
M:9 N:1,7.9e-07,9.2e-07,1.06e-06,7.8e-07
M:9 N:2,1.29e-06,1.34e-06,1.25e-06,1.24e-06
M:9 N:3,1.83e-06,1.81e-06,1.89e-06,1.91e-06
M:9 N:4,2.41e-06,2.28e-06,2.41e-06,2.25e-06
M:9 N:5,2.91e-06,2.77e-06,2.75e-06,2.77e-06
M:9 N:6,3.31e-06,3.39e-06,3.31e-06,3.2e-06
M:9 N:7,4.07e-06,4.01e-06,3.85e-06,3.68e-06
M:9 N:8,4.66e-06,4.73e-06,4.3e-06,4.22e-06
M:9 N:9,5.2e-06,4.83e-06,4.7e-06,4.65e-06
M:10 N:1,9.7e-07,9.8e-07,9.8e-07,9.6e-07
M:10 N:2,1.65e-06,1.68e-06,1.81e-06,1.61e-06
M:10 N:3,2.27e-06,2.3e-06,2.21e-06,2.14e-06
M:10 N:4,2.89e-06,2.99e-06,3e-06,2.95e-06
M:10 N:5,3.56e-06,3.51e-06,3.75e-06,3.54e-06
M:10 N:6,4.46e-06,4.54e-06,4.31e-06,4.41e-06
M:10 N:7,5.09e-06,4.96e-06,4.7e-06,4.74e-06
M:10 N:8,5.4e-06,5.33e-06,5.3e-06,5.32e-06
M:10 N:9,6.44e-06,6.32e-06,6.01e-06,5.99e-06
M:10 N:10,6.94e-06,7.02e-06,6.64e-06,6.47e-06
M:11 N:1,1.5e-06,1.25e-06,1.15e-06,1.47e-06
M:11 N:2,1.96e-06,1.88e-06,1.89e-06,1.97e-06
M:11 N:3,2.92e-06,3.09e-06,3.08e-06,2.95e-06
M:11 N:4,3.5e-06,3.62e-06,3.41e-06,3.35e-06
M:11 N:5,4.61e-06,4.74e-06,4.24e-06,4.11e-06
M:11 N:6,5.38e-06,5.25e-06,5.16e-06,5.03e-06
M:11 N:7,5.86e-06,5.73e-06,6.11e-06,5.68e-06
M:11 N:8,6.74e-06,6.64e-06,6.91e-06,6.93e-06
M:11 N:9,7.27e-06,7.42e-06,7.52e-06,7.39e-06
M:11 N:10,9.41e-06,8.32e-06,8.42e-06,7.79e-06
M:11 N:11,9.44e-06,9.36e-06,8.64e-06,8.48e-06
M:12 N:1,1.41e-06,1.38e-06,1.38e-06,1.37e-06
M:12 N:2,2.57e-06,2.61e-06,2.41e-06,2.4e-06
M:12 N:3,3.53e-06,3.56e-06,3.44e-06,3.36e-06
M:12 N:4,4.12e-06,4.04e-06,4.04e-06,4.01e-06
M:12 N:5,5.4e-06,5.26e-06,4.93e-06,4.85e-06
M:12 N:6,6.29e-06,6.09e-06,5.77e-06,5.72e-06
M:12 N:7,7.38e-06,6.74e-06,6.95e-06,6.59e-06
M:12 N:8,8.54e-06,8.64e-06,8.1e-06,7.68e-06
M:12 N:9,9.22e-06,8.83e-06,8.73e-06,8.54e-06
M:12 N:10,1.003e-05,9.95e-06,9.42e-06,9.35e-06
M:12 N:11,1.087e-05,1.067e-05,1.028e-05,1.014e-05
M:12 N:12,1.24e-05,1.218e-05,1.152e-05,1.097e-05
M:13 N:1,1.61e-06,1.64e-06,1.61e-06,1.59e-06
M:13 N:2,2.69e-06,2.86e-06,3.03e-06,2.99e-06
M:13 N:3,4.34e-06,3.73e-06,3.58e-06,3.7e-06
M:13 N:4,5.14e-06,5.05e-06,5e-06,4.81e-06
M:13 N:5,5.91e-06,5.76e-06,5.95e-06,5.6e-06
M:13 N:6,7.46e-06,7.59e-06,7.23e-06,7.02e-06
M:13 N:7,9.06e-06,8.03e-06,8e-06,7.9e-06
M:13 N:8,9.61e-06,9.17e-06,8.97e-06,8.99e-06
M:13 N:9,1.021e-05,1.05e-05,1.016e-05,9.83e-06
M:13 N:10,1.135e-05,1.165e-05,1.09e-05,1.101e-05
M:13 N:11,1.388e-05,1.251e-05,1.245e-05,1.196e-05
M:13 N:12,1.419e-05,1.381e-05,1.358e-05,1.288e-05
M:13 N:13,1.482e-05,1.436e-05,1.483e-05,1.444e-05
M:14 N:1,1.89e-06,1.86e-06,1.85e-06,1.87e-06
M:14 N:2,3.09e-06,3.19e-06,3.67e-06,3.59e-06
M:14 N:3,4.4e-06,4.34e-06,4.18e-06,4.27e-06
M:14 N:4,5.96e-06,5.98e-06,5.4e-06,5.38e-06
M:14 N:5,7.45e-06,6.88e-06,6.51e-06,6.46e-06
M:14 N:6,8.25e-06,8.09e-06,8.12e-06,8.14e-06
M:14 N:7,1.028e-05,9.9e-06,9.31e-06,9.18e-06
M:14 N:8,1.087e-05,1.103e-05,1.053e-05,1.055e-05
M:14 N:9,1.269e-05,1.233e-05,1.154e-05,1.205e-05
M:14 N:10,1.347e-05,1.31e-05,1.327e-05,1.332e-05
M:14 N:11,1.487e-05,1.444e-05,1.42e-05,1.449e-05
M:14 N:12,1.567e-05,1.552e-05,1.65e-05,1.574e-05
M:14 N:13,1.683e-05,1.679e-05,1.696e-05,1.65e-05
M:14 N:14,1.883e-05,1.841e-05,1.752e-05,1.719e-05
M:15 N:1,2.3e-06,2.32e-06,2.37e-06,2.32e-06
M:15 N:2,3.7e-06,3.67e-06,3.46e-06,3.4e-06
M:15 N:3,5.23e-06,5.32e-06,5.17e-06,4.99e-06
M:15 N:4,6.78e-06,6.65e-06,6.48e-06,6.13e-06
M:15 N:5,7.95e-06,7.73e-06,7.7e-06,7.83e-06
M:15 N:6,9.65e-06,9.42e-06,9.44e-06,9.29e-06
M:15 N:7,1.091e-05,1.08e-05,1.087e-05,1.045e-05
M:15 N:8,1.241e-05,1.26e-05,1.188e-05,1.18e-05
M:15 N:9,1.404e-05,1.408e-05,1.347e-05,1.308e-05
M:15 N:10,1.537e-05,1.492e-05,1.46e-05,1.443e-05
M:15 N:11,1.77e-05,1.645e-05,1.651e-05,1.609e-05
M:15 N:12,2.093e-05,1.845e-05,1.856e-05,1.716e-05
M:15 N:13,2.073e-05,1.972e-05,1.91e-05,1.896e-05
M:15 N:14,2.15e-05,2.087e-05,2.074e-05,2.028e-05
M:15 N:15,2.298e-05,2.205e-05,2.164e-05,2.135e-05
M:16 N:1,2.69e-06,2.71e-06,2.61e-06,2.56e-06
M:16 N:2,4.48e-06,4.27e-06,4.64e-06,4.17e-06
M:16 N:3,6.04e-06,5.69e-06,5.59e-06,5.44e-06
M:16 N:4,7.55e-06,7.69e-06,7.58e-06,7.3e-06
M:16 N:5,9.34e-06,9.41e-06,8.91e-06,8.81e-06
M:16 N:6,1.12e-05,1.094e-05,1.102e-05,1.055e-05
M:16 N:7,1.309e-05,1.247e-05,1.199e-05,1.2e-05
M:16 N:8,1.467e-05,1.46e-05,1.453e-05,1.364e-05
M:16 N:9,1.6e-05,1.587e-05,1.558e-05,1.537e-05
M:16 N:10,1.763e-05,1.754e-05,1.687e-05,1.653e-05
M:16 N:11,1.878e-05,1.866e-05,1.916e-05,1.806e-05
M:16 N:12,2.146e-05,2.117e-05,2.186e-05,2.018e-05
M:16 N:13,2.31e-05,2.231e-05,2.163e-05,2.133e-05
M:16 N:14,2.469e-05,2.422e-05,2.335e-05,2.373e-05
M:16 N:15,2.664e-05,2.573e-05,2.487e-05,2.475e-05
M:16 N:16,2.738e-05,2.644e-05,2.631e-05,2.596e-05
M:17 N:1,2.91e-06,2.79e-06,2.99e-06,2.82e-06
M:17 N:2,6.88e-06,4.82e-06,6.35e-06,4.64e-06
M:17 N:3,6.79e-06,6.84e-06,6.46e-06,6.84e-06
M:17 N:4,9.87e-06,9.38e-06,1.033e-05,8.19e-06
M:17 N:5,1.08e-05,1.066e-05,1.032e-05,1.073e-05
M:17 N:6,1.306e-05,1.229e-05,1.206e-05,1.176e-05
M:17 N:7,1.415e-05,1.392e-05,1.379e-05,1.35e-05
M:17 N:8,1.658e-05,1.571e-05,1.52e-05,1.502e-05
M:17 N:9,1.843e-05,1.772e-05,1.793e-05,1.749e-05
M:17 N:10,2.371e-05,1.935e-05,1.916e-05,1.857e-05
M:17 N:11,2.199e-05,2.131e-05,2.104e-05,2.041e-05
M:17 N:12,2.334e-05,2.282e-05,2.339e-05,2.196e-05
M:17 N:13,2.499e-05,2.498e-05,2.407e-05,2.375e-05
M:17 N:14,2.756e-05,2.736e-05,2.641e-05,2.62e-05
M:17 N:15,2.914e-05,2.849e-05,2.744e-05,2.744e-05
M:17 N:16,3.118e-05,3.093e-05,3.835e-05,2.945e-05
M:17 N:17,3.31e-05,3.291e-05,3.227e-05,3.222e-05
M:18 N:1,3.11e-06,3.35e-06,3.15e-06,3.15e-06
M:18 N:2,5.16e-06,4.98e-06,5.3e-06,5.43e-06
M:18 N:3,7.65e-06,7.5e-06,7.28e-06,7.04e-06
M:18 N:4,9.61e-06,9.7e-06,9.74e-06,9.45e-06
M:18 N:5,1.22e-05,1.15e-05,1.172e-05,1.139e-05
M:18 N:6,1.396e-05,1.358e-05,1.334e-05,1.288e-05
M:18 N:7,1.605e-05,1.592e-05,1.518e-05,1.528e-05
M:18 N:8,1.838e-05,1.804e-05,1.753e-05,1.753e-05
M:18 N:9,2.027e-05,1.944e-05,1.941e-05,1.922e-05
M:18 N:10,2.673e-05,2.317e-05,2.162e-05,2.098e-05
M:18 N:11,3.291e-05,2.524e-05,2.624e-05,2.588e-05
M:18 N:12,2.925e-05,2.627e-05,2.7e-05,2.522e-05
M:18 N:13,2.987e-05,2.858e-05,2.804e-05,2.676e-05
M:18 N:14,3.033e-05,2.968e-05,2.946e-05,2.866e-05
M:18 N:15,3.325e-05,5.16e-05,3.856e-05,4.643e-05
M:18 N:16,3.493e-05,3.582e-05,3.303e-05,3.239e-05
M:18 N:17,3.696e-05,3.531e-05,3.541e-05,3.486e-05
M:18 N:18,3.985e-05,3.783e-05,3.723e-05,3.721e-05
M:19 N:1,3.58e-06,3.47e-06,3.52e-06,3.41e-06
M:19 N:2,5.99e-06,6.02e-06,5.8e-06,6.04e-06
M:19 N:3,9.35e-06,8.34e-06,7.83e-06,7.85e-06
M:19 N:4,1.212e-05,1.127e-05,1.088e-05,1.059e-05
M:19 N:5,1.38e-05,1.325e-05,1.302e-05,1.258e-05
M:19 N:6,1.573e-05,1.752e-05,1.51e-05,1.621e-05
M:19 N:7,2.035e-05,1.989e-05,1.698e-05,1.679e-05
M:19 N:8,2.047e-05,2.018e-05,1.979e-05,2.003e-05
M:19 N:9,2.291e-05,2.238e-05,2.144e-05,2.124e-05
M:19 N:10,2.995e-05,2.484e-05,2.404e-05,2.384e-05
M:19 N:11,2.752e-05,2.609e-05,2.614e-05,2.538e-05
M:19 N:12,2.953e-05,2.857e-05,2.984e-05,2.783e-05
M:19 N:13,3.236e-05,3.136e-05,3.076e-05,3.038e-05
M:19 N:14,3.567e-05,3.346e-05,3.347e-05,3.21e-05
M:19 N:15,3.634e-05,3.519e-05,3.528e-05,3.484e-05
M:19 N:16,3.855e-05,3.735e-05,3.627e-05,3.623e-05
M:19 N:17,4.132e-05,4.008e-05,3.977e-05,3.849e-05
M:19 N:18,4.314e-05,4.383e-05,4.223e-05,4.277e-05
M:19 N:19,5.004e-05,4.606e-05,4.576e-05,4.515e-05
M:20 N:1,4.19e-06,3.88e-06,4.14e-06,3.84e-06
M:20 N:2,6.65e-06,6.79e-06,6.71e-06,6.43e-06
M:20 N:3,9.4e-06,9.8e-06,9.11e-06,8.94e-06
M:20 N:4,1.225e-05,1.186e-05,1.175e-05,1.165e-05
M:20 N:5,1.493e-05,1.425e-05,1.406e-05,1.406e-05
M:20 N:6,1.757e-05,1.736e-05,1.768e-05,1.633e-05
M:20 N:7,1.982e-05,1.964e-05,1.89e-05,1.907e-05
M:20 N:8,2.182e-05,2.155e-05,2.115e-05,2.11e-05
M:20 N:9,2.558e-05,2.498e-05,2.415e-05,2.367e-05
M:20 N:10,2.748e-05,2.657e-05,2.631e-05,2.565e-05
M:20 N:11,2.958e-05,2.889e-05,2.871e-05,2.834e-05
M:20 N:12,3.164e-05,3.197e-05,3.268e-05,3.057e-05
M:20 N:13,3.423e-05,3.378e-05,3.388e-05,3.344e-05
M:20 N:14,3.852e-05,4.593e-05,3.656e-05,3.583e-05
M:20 N:15,4.203e-05,3.961e-05,3.841e-05,3.853e-05
M:20 N:16,4.362e-05,4.286e-05,4.092e-05,4.115e-05
M:20 N:17,4.492e-05,4.638e-05,4.386e-05,4.52e-05
M:20 N:18,4.835e-05,4.783e-05,4.64e-05,4.578e-05
M:20 N:19,5.313e-05,4.979e-05,5.076e-05,6.396e-05
M:20 N:20,5.475e-05,5.377e-05,5.334e-05,5.245e-05
M:21 N:1,4.47e-06,4.39e-06,4.36e-06,4.29e-06
M:21 N:2,7.16e-06,6.97e-06,7.47e-06,6.83e-06
M:21 N:3,1.051e-05,1.026e-05,9.76e-06,9.82e-06
M:21 N:4,1.374e-05,1.308e-05,1.281e-05,1.255e-05
M:21 N:5,1.642e-05,1.584e-05,1.552e-05,1.546e-05
M:21 N:6,1.853e-05,1.855e-05,1.825e-05,1.825e-05
M:21 N:7,2.146e-05,2.109e-05,2.087e-05,2.077e-05
M:21 N:8,2.473e-05,2.387e-05,2.336e-05,2.451e-05
M:21 N:9,2.701e-05,2.631e-05,2.544e-05,2.611e-05
M:21 N:10,3.081e-05,2.9e-05,2.938e-05,2.861e-05
M:21 N:11,3.308e-05,3.281e-05,3.203e-05,3.116e-05
M:21 N:12,3.582e-05,3.589e-05,3.726e-05,3.475e-05
M:21 N:13,3.906e-05,4.013e-05,3.704e-05,3.807e-05
M:21 N:14,4.134e-05,4.021e-05,3.977e-05,3.889e-05
M:21 N:15,4.472e-05,4.401e-05,4.274e-05,4.227e-05
M:21 N:16,4.678e-05,4.597e-05,4.519e-05,4.557e-05
M:21 N:17,5.109e-05,4.888e-05,4.853e-05,4.732e-05
M:21 N:18,5.362e-05,5.221e-05,5.131e-05,4.982e-05
M:21 N:19,6.007e-05,5.669e-05,5.689e-05,5.557e-05
M:21 N:20,5.951e-05,5.982e-05,5.987e-05,5.908e-05
M:21 N:21,6.307e-05,6.044e-05,5.898e-05,5.752e-05
M:22 N:1,5.14e-06,5.58e-06,4.97e-06,5.75e-06
M:22 N:2,8.11e-06,8.72e-06,8.93e-06,8.29e-06
M:22 N:3,1.208e-05,1.138e-05,1.119e-05,1.164e-05
M:22 N:4,1.451e-05,1.422e-05,1.5e-05,1.463e-05
M:22 N:5,1.837e-05,1.83e-05,1.702e-05,1.699e-05
M:22 N:6,2.125e-05,2.171e-05,2.115e-05,2.061e-05
M:22 N:7,2.428e-05,2.33e-05,2.373e-05,2.332e-05
M:22 N:8,2.779e-05,2.706e-05,2.721e-05,2.673e-05
M:22 N:9,3.118e-05,3.087e-05,2.971e-05,2.879e-05
M:22 N:10,3.393e-05,3.373e-05,3.325e-05,3.589e-05
M:22 N:11,4.764e-05,3.634e-05,4.334e-05,3.562e-05
M:22 N:12,3.988e-05,3.878e-05,4.165e-05,3.813e-05
M:22 N:13,4.31e-05,4.484e-05,4.115e-05,4.218e-05
M:22 N:14,4.6e-05,4.576e-05,4.464e-05,4.352e-05
M:22 N:15,4.982e-05,5.646e-05,4.821e-05,4.781e-05
M:22 N:16,5.15e-05,5.216e-05,5.176e-05,5.329e-05
M:22 N:17,5.665e-05,5.595e-05,5.302e-05,5.42e-05
M:22 N:18,5.973e-05,5.862e-05,5.669e-05,5.603e-05
M:22 N:19,6.473e-05,6.414e-05,6.169e-05,6.322e-05
M:22 N:20,6.518e-05,6.71e-05,6.684e-05,6.416e-05
M:22 N:21,6.803e-05,6.583e-05,6.421e-05,6.454e-05
M:22 N:22,7.059e-05,7.098e-05,6.888e-05,6.833e-05
M:23 N:1,5.61e-06,5.63e-06,6.14e-06,6.13e-06
M:23 N:2,8.78e-06,8.62e-06,8.8e-06,8.42e-06
M:23 N:3,1.275e-05,1.218e-05,1.27e-05,1.252e-05
M:23 N:4,1.555e-05,1.668e-05,1.639e-05,1.589e-05
M:23 N:5,1.958e-05,1.895e-05,1.851e-05,1.93e-05
M:23 N:6,2.252e-05,2.291e-05,2.305e-05,2.258e-05
M:23 N:7,2.567e-05,2.542e-05,2.577e-05,2.573e-05
M:23 N:8,2.995e-05,2.837e-05,2.927e-05,2.809e-05
M:23 N:9,3.342e-05,3.347e-05,3.223e-05,3.138e-05
M:23 N:10,3.681e-05,3.646e-05,3.579e-05,3.516e-05
M:23 N:11,4.906e-05,3.956e-05,3.81e-05,3.731e-05
M:23 N:12,4.28e-05,4.182e-05,4.581e-05,4.148e-05
M:23 N:13,4.932e-05,4.522e-05,4.505e-05,4.531e-05
M:23 N:14,5.01e-05,4.998e-05,4.828e-05,4.851e-05
M:23 N:15,5.358e-05,5.352e-05,5.183e-05,5.119e-05
M:23 N:16,6.114e-05,5.629e-05,5.495e-05,5.446e-05
M:23 N:17,6.201e-05,6.06e-05,5.928e-05,5.919e-05
M:23 N:18,6.508e-05,6.313e-05,6.275e-05,6.14e-05
M:23 N:19,7.144e-05,6.834e-05,6.777e-05,6.67e-05
M:23 N:20,7.394e-05,7.152e-05,7.19e-05,7.008e-05
M:23 N:21,8.011e-05,7.182e-05,7.322e-05,6.986e-05
M:23 N:22,7.741e-05,7.492e-05,7.409e-05,7.372e-05
M:23 N:23,8.24e-05,7.983e-05,7.846e-05,7.698e-05
M:24 N:1,5.71e-06,6.12e-06,5.72e-06,5.73e-06
M:24 N:2,9.5e-06,9.37e-06,9.2e-06,9.18e-06
M:24 N:3,1.328e-05,1.323e-05,1.416e-05,1.337e-05
M:24 N:4,1.704e-05,1.634e-05,1.658e-05,1.752e-05
M:24 N:5,2.066e-05,2.044e-05,2.045e-05,1.988e-05
M:24 N:6,2.503e-05,2.452e-05,2.495e-05,2.387e-05
M:24 N:7,2.803e-05,2.775e-05,2.8e-05,2.688e-05
M:24 N:8,3.154e-05,3.142e-05,3.119e-05,3.037e-05
M:24 N:9,3.563e-05,3.537e-05,3.542e-05,3.375e-05
M:24 N:10,3.915e-05,3.831e-05,3.87e-05,3.733e-05
M:24 N:11,4.297e-05,4.27e-05,4.208e-05,4.239e-05
M:24 N:12,4.84e-05,4.756e-05,5.75e-05,4.706e-05
M:24 N:13,5.079e-05,5.059e-05,4.893e-05,5.841e-05
M:24 N:14,5.591e-05,5.433e-05,5.298e-05,5.219e-05
M:24 N:15,5.831e-05,5.574e-05,5.552e-05,5.566e-05
M:24 N:16,6.206e-05,6.091e-05,6.028e-05,5.839e-05
M:24 N:17,6.507e-05,6.325e-05,6.465e-05,6.358e-05
M:24 N:18,6.943e-05,6.638e-05,6.892e-05,6.497e-05
M:24 N:19,7.691e-05,7.457e-05,7.343e-05,7.254e-05
M:24 N:20,7.737e-05,8.06e-05,7.719e-05,7.722e-05
M:24 N:21,8.184e-05,7.893e-05,7.931e-05,7.788e-05
M:24 N:22,8.374e-05,8.27e-05,8.096e-05,8.393e-05
M:24 N:23,9.893e-05,8.591e-05,8.555e-05,8.313e-05
M:24 N:24,9.23e-05,9.096e-05,8.815e-05,9.219e-05
M:25 N:1,6.26e-06,6.37e-06,7.24e-06,7.31e-06
M:25 N:2,1.056e-05,1.047e-05,1.159e-05,1.026e-05
M:25 N:3,1.47e-05,1.487e-05,1.436e-05,1.481e-05
M:25 N:4,1.862e-05,1.849e-05,1.776e-05,1.75e-05
M:25 N:5,2.341e-05,2.298e-05,2.163e-05,2.159e-05
M:25 N:6,2.744e-05,3.648e-05,2.775e-05,3.475e-05
M:25 N:7,3.41e-05,3.209e-05,3.299e-05,3.377e-05
M:25 N:8,4.02e-05,3.697e-05,3.666e-05,3.979e-05
M:25 N:9,4.382e-05,4.119e-05,4.014e-05,3.798e-05
M:25 N:10,4.643e-05,4.305e-05,4.147e-05,4.133e-05
M:25 N:11,4.826e-05,4.686e-05,4.579e-05,4.595e-05
M:25 N:12,5.005e-05,5.084e-05,5.311e-05,4.879e-05
M:25 N:13,5.481e-05,5.305e-05,5.347e-05,5.201e-05
M:25 N:14,8.588e-05,6.08e-05,7.29e-05,6.178e-05
M:25 N:15,6.67e-05,6.627e-05,6.411e-05,6.451e-05
M:25 N:16,7.363e-05,7.616e-05,6.966e-05,6.762e-05
M:25 N:17,8.509e-05,8.29e-05,8.814e-05,7.039e-05
M:25 N:18,8.026e-05,7.255e-05,7.408e-05,7.166e-05
M:25 N:19,8.537e-05,8.149e-05,7.93e-05,7.79e-05
M:25 N:20,8.954e-05,8.435e-05,8.666e-05,8.38e-05
M:25 N:21,8.787e-05,8.842e-05,8.434e-05,8.841e-05
M:25 N:22,0.00012508,9.304e-05,9.459e-05,9.008e-05
M:25 N:23,0.00010388,9.643e-05,9.603e-05,9.214e-05
M:25 N:24,0.00010249,0.00010108,9.726e-05,0.00010142
M:25 N:25,0.00010397,0.00010275,9.993e-05,0.00010232
M:26 N:1,7.74e-06,7e-06,8.37e-06,7.64e-06
M:26 N:2,1.096e-05,1.234e-05,1.192e-05,1.085e-05
M:26 N:3,1.542e-05,1.613e-05,1.508e-05,1.672e-05
M:26 N:4,2.052e-05,2.006e-05,1.957e-05,1.987e-05
M:26 N:5,2.46e-05,2.498e-05,2.367e-05,2.522e-05
M:26 N:6,2.895e-05,2.841e-05,2.825e-05,2.849e-05
M:26 N:7,3.274e-05,3.36e-05,3.313e-05,3.345e-05
M:26 N:8,3.853e-05,3.664e-05,3.737e-05,3.659e-05
M:26 N:9,4.205e-05,4.144e-05,4.239e-05,4.178e-05
M:26 N:10,4.67e-05,4.487e-05,4.54e-05,4.456e-05
M:26 N:11,5.128e-05,4.973e-05,4.813e-05,4.973e-05
M:26 N:12,5.615e-05,5.517e-05,5.778e-05,5.259e-05
M:26 N:13,5.896e-05,5.826e-05,5.661e-05,5.67e-05
M:26 N:14,6.403e-05,6.361e-05,6.313e-05,6.319e-05
M:26 N:15,6.987e-05,6.63e-05,6.525e-05,6.55e-05
M:26 N:16,7.376e-05,7.063e-05,7.039e-05,6.98e-05
M:26 N:17,7.655e-05,7.502e-05,7.442e-05,7.24e-05
M:26 N:18,8.186e-05,7.948e-05,8.2e-05,7.85e-05
M:26 N:19,8.985e-05,8.808e-05,8.662e-05,8.481e-05
M:26 N:20,9.364e-05,9.5e-05,9.173e-05,9.305e-05
M:26 N:21,9.497e-05,9.223e-05,9.421e-05,9.118e-05
M:26 N:22,0.00010173,9.791e-05,9.747e-05,9.464e-05
M:26 N:23,0.00010282,0.00010088,9.929e-05,9.866e-05
M:26 N:24,0.00010801,0.00010694,0.00010482,0.0001025
M:26 N:25,0.00011111,0.00011056,0.00010741,0.00010886
M:26 N:26,0.000116,0.00011208,0.00011155,0.00011105
M:27 N:1,7.41e-06,8.47e-06,8.6e-06,8.31e-06
M:27 N:2,1.223e-05,1.28e-05,1.305e-05,1.231e-05
M:27 N:3,1.747e-05,1.743e-05,1.757e-05,1.693e-05
M:27 N:4,2.174e-05,2.23e-05,2.185e-05,2.154e-05
M:27 N:5,2.844e-05,2.654e-05,2.554e-05,2.518e-05
M:27 N:6,3.175e-05,3.134e-05,3.042e-05,3.113e-05
M:27 N:7,3.653e-05,3.602e-05,3.463e-05,3.561e-05
M:27 N:8,3.987e-05,4.109e-05,3.978e-05,4.117e-05
M:27 N:9,4.948e-05,4.379e-05,4.489e-05,4.379e-05
M:27 N:10,5.031e-05,5.001e-05,4.861e-05,4.877e-05
M:27 N:11,5.529e-05,5.215e-05,5.424e-05,5.09e-05
M:27 N:12,6.055e-05,6.083e-05,6.181e-05,5.957e-05
M:27 N:13,8.502e-05,6.618e-05,6.68e-05,6.557e-05
M:27 N:14,8.835e-05,7.157e-05,7.067e-05,7.168e-05
M:27 N:15,8.211e-05,7.416e-05,7.5e-05,7.021e-05
M:27 N:16,7.827e-05,7.862e-05,8.183e-05,7.717e-05
M:27 N:17,0.00010458,8.459e-05,0.00010541,8.529e-05
M:27 N:18,0.00010004,9.451e-05,9.016e-05,9.472e-05
M:27 N:19,0.00011678,0.00010268,0.0001003,0.00011005
M:27 N:20,0.00012666,0.00010603,0.00010438,0.00010448
M:27 N:21,0.00011354,0.00010567,0.00010401,0.00010224
M:27 N:22,0.00012119,0.0001146,0.00010988,0.00011008
M:27 N:23,0.00012534,0.00016017,0.00010933,0.00011836
M:27 N:24,0.00012996,0.00012013,0.00011936,0.00011027
M:27 N:25,0.00012217,0.00011976,0.00011701,0.00011706
M:27 N:26,0.00012488,0.00012491,0.00012418,0.00012445
M:27 N:27,0.00012767,0.00012727,0.00012821,0.00012287
M:28 N:1,7.88e-06,7.55e-06,9.32e-06,7.73e-06
M:28 N:2,1.295e-05,1.282e-05,1.268e-05,1.244e-05
M:28 N:3,1.888e-05,1.773e-05,1.888e-05,1.718e-05
M:28 N:4,2.29e-05,2.309e-05,2.213e-05,2.248e-05
M:28 N:5,2.984e-05,2.78e-05,2.734e-05,2.702e-05
M:28 N:6,3.685e-05,3.481e-05,3.4e-05,3.995e-05
M:28 N:7,4.292e-05,3.973e-05,4.099e-05,3.954e-05
M:28 N:8,4.867e-05,4.545e-05,4.585e-05,4.345e-05
M:28 N:9,5.407e-05,5.033e-05,5.031e-05,4.919e-05
M:28 N:10,5.982e-05,5.724e-05,6.615e-05,5.57e-05
M:28 N:11,6.669e-05,6.14e-05,6.806e-05,6.008e-05
M:28 N:12,7.794e-05,7.345e-05,7.461e-05,6.907e-05
M:28 N:13,7.769e-05,0.00011623,0.00010354,0.00011443
