Tick,RunF64,RunF32,RunI64,RunI32
M:44 N:32,0.00040174,0.00040214,0.00039713,0.00040283
M:44 N:33,0.00042808,0.0004189,0.00041729,0.00041009
M:44 N:34,0.00042773,0.00042046,0.00042723,0.00040887
M:44 N:35,0.00047559,0.0004465,0.00045698,0.00042915
M:44 N:36,0.00045551,0.00045764,0.00045002,0.00045939
M:44 N:37,0.00049899,0.00046764,0.00044859,0.00045573
M:44 N:38,0.00052502,0.0004866,0.00047852,0.00048218
M:44 N:39,0.00050891,0.00048702,0.00049115,0.00047404
M:44 N:40,0.00051536,0.00057398,0.00050794,0.00053658
M:44 N:41,0.00054259,0.00052314,0.00055914,0.00049964
M:44 N:42,0.00057988,0.00057175,0.00055338,0.00057345
M:44 N:43,0.00053743,0.00061673,0.00059926,0.00067647
M:44 N:44,0.00077645,0.00070121,0.00070352,0.00074003
M:45 N:1,2.867e-05,2.608e-05,2.655e-05,2.927e-05
M:45 N:2,4.312e-05,4.206e-05,4.16e-05,4.084e-05
M:45 N:3,5.586e-05,6.299e-05,6.129e-05,5.569e-05
M:45 N:4,9.361e-05,8.01e-05,7.961e-05,7.723e-05
M:45 N:5,7.844e-05,7.43e-05,7.419e-05,7.081e-05
M:45 N:6,8.606e-05,8.651e-05,8.653e-05,8.311e-05
M:45 N:7,9.829e-05,0.00010751,0.00010887,9.653e-05
M:45 N:8,0.0001106,0.00011305,0.00011137,0.00010917
M:45 N:9,0.00012516,0.00013862,0.00012022,0.00011817
M:45 N:10,0.00013687,0.00013503,0.00013317,0.00013328
M:45 N:11,0.00014998,0.00014995,0.00014971,0.00014566
M:45 N:12,0.00018799,0.00016304,0.00017346,0.000158
M:45 N:13,0.00017694,0.00017205,0.00017667,0.00017003
M:45 N:14,0.00018703,0.00018854,0.00020577,0.00018839
M:45 N:15,0.00020012,0.00019795,0.00019754,0.00019831
M:45 N:16,0.0002168,0.00021345,0.00021028,0.00022598
M:45 N:17,0.00023749,0.00022958,0.00021995,0.00022112
M:45 N:18,0.0002438,0.00024907,0.00023623,0.00023496
M:45 N:19,0.00027031,0.00026571,0.00026027,0.00026436
M:45 N:20,0.0002663,0.00027691,0.00027776,0.00027365
M:45 N:21,0.00028329,0.00028106,0.00027375,0.00026637
M:45 N:22,0.00029188,0.0002911,0.00028682,0.00028358
M:45 N:23,0.00030823,0.00030203,0.00029737,0.00030252
M:45 N:24,0.00031449,0.0003138,0.00031364,0.00030965
M:45 N:25,0.00033437,0.00033305,0.00032053,0.00031832
M:45 N:26,0.00034959,0.0003439,0.00034127,0.00033047
M:45 N:27,0.00035652,0.00035935,0.00034983,0.00035142
M:45 N:28,0.00037646,0.00037057,0.00035834,0.00036065
M:45 N:29,0.00038736,0.00037869,0.00036917,0.00036406
M:45 N:30,0.00041075,0.00039118,0.00038453,0.00037915
M:45 N:31,0.00040968,0.00040376,0.00040393,0.0003928
M:45 N:32,0.00042668,0.00042303,0.00040872,0.00040499
M:45 N:33,0.0004463,0.00044153,0.00043558,0.00044255
M:45 N:34,0.00044482,0.00043768,0.00044449,0.00042649
M:45 N:35,0.0004665,0.00045825,0.00044588,0.00043911
M:45 N:36,0.00047477,0.00047163,0.00047977,0.00045112
M:45 N:37,0.00049497,0.00048689,0.00046971,0.00046457
M:45 N:38,0.00052346,0.00051993,0.00051339,0.00050437
M:45 N:39,0.00052363,0.00051927,0.00051146,0.00050324
M:45 N:40,0.00054851,0.00053452,0.00051919,0.0005136
M:45 N:41,0.00054742,0.00055195,0.00053184,0.0005177
M:45 N:42,0.00058494,0.00056062,0.00068615,0.00054146
M:45 N:43,0.00057169,0.00056952,0.00055993,0.00053672
M:45 N:44,0.00058535,0.00057152,0.00055626,0.00054953
M:45 N:45,0.00058635,0.0005826,0.0005807,0.00057329
M:46 N:1,2.271e-05,2.245e-05,2.294e-05,2.135e-05
M:46 N:2,3.639e-05,3.893e-05,3.525e-05,3.409e-05
M:46 N:3,4.976e-05,4.89e-05,5.122e-05,4.685e-05
M:46 N:4,6.412e-05,6.679e-05,6.074e-05,6.152e-05
M:46 N:5,7.629e-05,7.84e-05,7.41e-05,7.265e-05
M:46 N:6,9.175e-05,9.383e-05,8.762e-05,8.946e-05
M:46 N:7,0.0001023,9.978e-05,0.00010302,9.929e-05
M:46 N:8,0.00012256,0.00011463,0.00011233,0.00011722
M:46 N:9,0.00013588,0.00012633,0.00012787,0.00012497
M:46 N:10,0.00014259,0.00014348,0.00013859,0.00013713
M:46 N:11,0.00015661,0.00015662,0.00017731,0.00014982
M:46 N:12,0.00017103,0.00018353,0.00017844,0.00016601
M:46 N:13,0.00018502,0.00019375,0.00019905,0.00018595
M:46 N:14,0.00021847,0.00019944,0.00020495,0.00019161
M:46 N:15,0.0002131,0.00021032,0.00020853,0.00020582
M:46 N:16,0.00022632,0.00022178,0.00021699,0.0002134
M:46 N:17,0.00024116,0.00023348,0.00022813,0.0002295
M:46 N:18,0.00026221,0.00025102,0.00024594,0.00024492
M:46 N:19,0.00027898,0.00027663,0.00027507,0.00027557
M:46 N:20,0.00028376,0.0003123,0.00028817,0.00028492
M:46 N:21,0.00029179,0.00029638,0.000285,0.00028123
M:46 N:22,0.0003064,0.00030555,0.00029542,0.00030458
M:46 N:23,0.00031683,0.00031406,0.0003072,0.00030814
M:46 N:24,0.00033106,0.0003269,0.00032473,0.00032889
M:46 N:25,0.00034478,0.00034139,0.00034047,0.00033699
M:46 N:26,0.00036477,0.00036818,0.00034808,0.00034996
M:46 N:27,0.00037995,0.00037985,0.00036291,0.00035708
M:46 N:28,0.00038577,0.00037549,0.00037363,0.00036724
M:46 N:29,0.00039732,0.00039319,0.00039101,0.00038868
M:46 N:30,0.00046119,0.00041304,0.00040031,0.00039728
M:46 N:31,0.00043046,0.00041908,0.00041561,0.00040781
M:46 N:32,0.00043664,0.00048086,0.00043887,0.00042216
M:46 N:33,0.0004744,0.00047159,0.00045442,0.00046244
M:46 N:34,0.00047289,0.00046748,0.0004715,0.00050321
M:46 N:35,0.00047772,0.00047284,0.0004746,0.00047996
M:46 N:36,0.00051027,0.00049467,0.00049487,0.00047773
M:46 N:37,0.00052116,0.00049589,0.0004926,0.00048605
M:46 N:38,0.0005322,0.00053141,0.00051725,0.0005138
M:46 N:39,0.00053705,0.00055026,0.00055033,0.00051217
M:46 N:40,0.00056051,0.00055673,0.00055529,0.00055204
M:46 N:41,0.00056069,0.00055341,0.00056157,0.00054572
M:46 N:42,0.00060281,0.00058479,0.00058227,0.00057726
M:46 N:43,0.00058664,0.00057706,0.00058348,0.00056862
M:46 N:44,0.00060026,0.00059535,0.00060279,0.00058961
M:46 N:45,0.00061944,0.00069348,0.00060624,0.00061648
M:46 N:46,0.0006391,0.00063486,0.00061566,0.0006203
M:47 N:1,2.385e-05,2.476e-05,2.337e-05,2.281e-05
M:47 N:2,4.177e-05,4.006e-05,3.919e-05,3.802e-05
M:47 N:3,5.889e-05,5.111e-05,5.128e-05,5.09e-05
M:47 N:4,7.797e-05,6.782e-05,6.424e-05,6.234e-05
M:47 N:5,8.446e-05,7.962e-05,7.896e-05,7.613e-05
M:47 N:6,0.00010515,9.671e-05,0.00010092,8.985e-05
M:47 N:7,0.00010888,0.00010583,0.00010361,0.00011369
M:47 N:8,0.00013211,0.00012165,0.00013431,0.0001174
M:47 N:9,0.00014103,0.00014277,0.00013856,0.00013698
M:47 N:10,0.0001551,0.00015783,0.00014998,0.00015523
M:47 N:11,0.00018383,0.00015958,0.00016447,0.00015679
M:47 N:12,0.00018341,0.00018685,0.00021682,0.00017039
M:47 N:13,0.00019772,0.00019486,0.00019732,0.00018427
M:47 N:14,0.0002071,0.00020206,0.00020436,0.00020251
M:47 N:15,0.00022314,0.00022057,0.00021551,0.00022379
M:47 N:16,0.000233,0.00022923,0.00022757,0.00022738
M:47 N:17,0.00025461,0.00024197,0.00026156,0.00023541
M:47 N:18,0.00026451,0.00025831,0.00025586,0.00025462
M:47 N:19,0.00028813,0.00031425,0.00028343,0.00028424
M:47 N:20,0.00029136,0.00030237,0.00029713,0.00029377
M:47 N:21,0.00030272,0.00031329,0.00029594,0.00032963
M:47 N:22,0.00032118,0.00033558,0.00032569,0.00032045
M:47 N:23,0.00034586,0.00034531,0.00034642,0.00032347
M:47 N:24,0.00036786,0.00034286,0.00033678,0.00033696
M:47 N:25,0.00036301,0.00035531,0.00035727,0.00035052
M:47 N:26,0.00037306,0.0003694,0.00037544,0.00036489
M:47 N:27,0.00038673,0.00038499,0.00038346,0.00038105
M:47 N:28,0.00040861,0.00040184,0.00039586,0.00039551
M:47 N:29,0.00042278,0.00041334,0.00040655,0.00041161
M:47 N:30,0.00046354,0.0004526,0.00044187,0.00044789
M:47 N:31,0.00050941,0.00043993,0.00043641,0.00042984
M:47 N:32,0.00045913,0.00045115,0.00045302,0.00044447
M:47 N:33,0.00049544,0.00049015,0.00048263,0.00047028
M:47 N:34,0.00048978,0.00048255,0.00048491,0.00047245
M:47 N:35,0.0005045,0.00050014,0.0004952,0.00050522
M:47 N:36,0.00054506,0.0005115,0.00053578,0.00049163
M:47 N:37,0.00053157,0.0005227,0.0005136,0.00051117
M:47 N:38,0.00062318,0.00054848,0.00055068,0.00054393
M:47 N:39,0.00055458,0.00054517,0.00055038,0.00053326
M:47 N:40,0.00058204,0.00057822,0.00060822,0.00056898
M:47 N:41,0.00058228,0.00057663,0.00058216,0.00056266
M:47 N:42,0.00062564,0.00061466,0.00059546,0.00059456
M:47 N:43,0.00061228,0.00060467,0.00061087,0.0005869
M:47 N:44,0.00062779,0.00061552,0.00061835,0.00060945
M:47 N:45,0.00065297,0.00064888,0.00062171,0.00061169
M:47 N:46,0.00066666,0.00065741,0.00063673,0.00062947
M:47 N:47,0.00068681,0.00069236,0.00065413,0.00064444
M:48 N:1,2.411e-05,2.475e-05,2.689e-05,2.347e-05
M:48 N:2,3.881e-05,4.011e-05,4.012e-05,3.971e-05
M:48 N:3,5.425e-05,5.511e-05,5.536e-05,5.4e-05
M:48 N:4,8.898e-05,7.129e-05,7.371e-05,6.883e-05
M:48 N:5,8.288e-05,8.044e-05,8.358e-05,8.087e-05
M:48 N:6,9.618e-05,9.771e-05,9.879e-05,9.515e-05
M:48 N:7,0.00011345,0.00011501,0.00011194,0.00011194
M:48 N:8,0.00013306,0.00012667,0.00012717,0.00012509
M:48 N:9,0.00014321,0.0001397,0.00014022,0.00013867
M:48 N:10,0.00015895,0.00015505,0.00015615,0.00015461
M:48 N:11,0.00017337,0.00016899,0.00016807,0.00016742
M:48 N:12,0.00018653,0.00018256,0.00019977,0.00018109
M:48 N:13,0.00019985,0.00019778,0.00019893,0.00019608
M:48 N:14,0.00021683,0.00021538,0.0002122,0.00020626
M:48 N:15,0.00023195,0.00022853,0.00022404,0.00022336
M:48 N:16,0.00024428,0.00024107,0.0002398,0.00024452
M:48 N:17,0.0002589,0.00025738,0.0002528,0.00025318
M:48 N:18,0.00027439,0.00026944,0.00027159,0.00026476
M:48 N:19,0.00031017,0.0002994,0.00029593,0.00029595
M:48 N:20,0.00030203,0.00031298,0.00031496,0.00030953
M:48 N:21,0.0003177,0.00031044,0.00031256,0.00030767
M:48 N:22,0.00033299,0.00032664,0.00033265,0.00033371
M:48 N:23,0.00034539,0.00034639,0.00033921,0.00033612
M:48 N:24,0.00035905,0.00035623,0.00034929,0.00034729
M:48 N:25,0.00037886,0.00037194,0.00037189,0.00037557
M:48 N:26,0.00039317,0.0003868,0.00038492,0.00038032
M:48 N:27,0.00040608,0.00039854,0.00039902,0.00039514
M:48 N:28,0.00043339,0.00041845,0.00041033,0.00040668
M:48 N:29,0.00043638,0.00043241,0.00042257,0.00042016
M:48 N:30,0.000456,0.00046963,0.00043648,0.00044344
M:48 N:31,0.00048012,0.00045634,0.0004538,0.00045223
M:48 N:32,0.00049066,0.00047777,0.00046644,0.00047139
M:48 N:33,0.00050921,0.00050404,0.00049344,0.00049092
M:48 N:34,0.00051077,0.00049838,0.00051367,0.00049658
M:48 N:35,0.00053729,0.00051558,0.0005142,0.00050978
M:48 N:36,0.00053994,0.00053081,0.0005556,0.00052294
M:48 N:37,0.00055274,0.00054242,0.00054803,0.00053452
M:48 N:38,0.00059036,0.00057775,0.00057462,0.00057962
M:48 N:39,0.00059892,0.00058627,0.00058505,0.00057222
M:48 N:40,0.00061834,0.00063446,0.00060153,0.00059658
M:48 N:41,0.00062476,0.00063652,0.00062702,0.00063617
M:48 N:42,0.00071747,0.00064652,0.00063533,0.00062522
M:48 N:43,0.00064641,0.00063061,0.00063953,0.00061555
M:48 N:44,0.00070474,0.00064323,0.00065956,0.00063337
M:48 N:45,0.00066918,0.00066065,0.0006556,0.00065075
M:48 N:46,0.00068279,0.00074991,0.00066342,0.0006576
M:48 N:47,0.00073083,0.00070627,0.00068964,0.00068396
M:48 N:48,0.00072572,0.00070811,0.00069322,0.00077131
