Tick,RunF64,RunF32,RunI64,RunI32
M:39 N:36,7.828e-05,8.283e-05,6.818e-05,9.282e-05
M:39 N:37,8.842e-05,8.225e-05,8.736e-05,8.267e-05
M:39 N:38,7.447e-05,7.783e-05,6.453e-05,8.9e-05
M:39 N:39,7.986e-05,7.869e-05,6.727e-05,7.652e-05
M:40 N:1,4.74e-06,4.92e-06,6.07e-06,6.22e-06
M:40 N:2,6.88e-06,6.84e-06,7.12e-06,8.02e-06
M:40 N:3,8.16e-06,8.29e-06,8.43e-06,9.99e-06
M:40 N:4,9.88e-06,1.011e-05,1.028e-05,1.189e-05
M:40 N:5,1.151e-05,1.119e-05,1.15e-05,1.341e-05
M:40 N:6,1.285e-05,1.29e-05,1.279e-05,1.583e-05
M:40 N:7,1.525e-05,1.496e-05,1.427e-05,1.735e-05
M:40 N:8,1.702e-05,1.721e-05,1.651e-05,1.879e-05
M:40 N:9,1.798e-05,1.81e-05,1.696e-05,2.023e-05
M:40 N:10,1.953e-05,2.013e-05,1.86e-05,2.185e-05
M:40 N:11,2.157e-05,2.171e-05,1.992e-05,2.34e-05
M:40 N:12,2.719e-05,2.366e-05,2.123e-05,2.529e-05
M:40 N:13,2.425e-05,2.598e-05,2.27e-05,2.682e-05
M:40 N:14,2.623e-05,2.733e-05,2.427e-05,2.868e-05
M:40 N:15,2.796e-05,2.892e-05,2.538e-05,3.092e-05
M:40 N:16,3.106e-05,3.069e-05,2.702e-05,3.157e-05
M:40 N:17,3.143e-05,3.262e-05,2.845e-05,3.333e-05
M:40 N:18,3.341e-05,3.419e-05,2.978e-05,3.494e-05
M:40 N:19,3.505e-05,3.985e-05,3.098e-05,3.646e-05
M:40 N:20,3.705e-05,3.752e-05,3.341e-05,3.816e-05
M:40 N:21,3.847e-05,3.922e-05,3.462e-05,3.989e-05
M:40 N:22,4.051e-05,4.114e-05,3.566e-05,4.188e-05
M:40 N:23,4.19e-05,4.355e-05,3.721e-05,4.337e-05
M:40 N:24,4.435e-05,4.426e-05,3.791e-05,4.463e-05
M:40 N:25,4.589e-05,4.579e-05,3.991e-05,4.676e-05
M:40 N:26,4.816e-05,4.818e-05,4.129e-05,4.835e-05
M:40 N:27,5.012e-05,5.328e-05,4.803e-05,5.054e-05
M:40 N:28,5.176e-05,5.182e-05,4.422e-05,5.211e-05
M:40 N:29,5.365e-05,5.35e-05,4.579e-05,5.293e-05
M:40 N:30,5.497e-05,5.509e-05,4.684e-05,5.463e-05
M:40 N:31,5.707e-05,5.684e-05,5e-05,5.64e-05
M:40 N:32,5.971e-05,5.949e-05,5.059e-05,5.912e-05
M:40 N:33,6.228e-05,6.179e-05,6.03e-05,6.431e-05
M:40 N:34,7.094e-05,7.05e-05,6.21e-05,7.046e-05
M:40 N:35,7.407e-05,7.204e-05,6.355e-05,7.143e-05
M:40 N:36,7.405e-05,7.413e-05,6.444e-05,7.417e-05
M:40 N:37,7.586e-05,7.604e-05,6.663e-05,7.681e-05
M:40 N:38,7.891e-05,7.818e-05,6.834e-05,7.921e-05
M:40 N:39,8.328e-05,8.041e-05,7.433e-05,7.936e-05
M:40 N:40,8.294e-05,8.255e-05,7.093e-05,8.058e-05
M:41 N:1,5.02e-06,5.13e-06,6.33e-06,6.31e-06
M:41 N:2,6.93e-06,6.95e-06,7.08e-06,8.4e-06
M:41 N:3,9.35e-06,8.66e-06,8.89e-06,1.04e-05
M:41 N:4,1.03e-05,1.045e-05,1.07e-05,1.23e-05
M:41 N:5,1.162e-05,1.174e-05,1.162e-05,1.513e-05
M:41 N:6,1.344e-05,1.347e-05,1.325e-05,1.587e-05
M:41 N:7,1.535e-05,1.575e-05,1.551e-05,1.771e-05
M:41 N:8,1.697e-05,1.736e-05,1.662e-05,1.959e-05
M:41 N:9,1.993e-05,1.93e-05,1.872e-05,2.146e-05
M:41 N:10,2.063e-05,2.125e-05,1.948e-05,2.314e-05
M:41 N:11,2.245e-05,2.304e-05,2.117e-05,2.482e-05
M:41 N:12,2.408e-05,2.536e-05,2.277e-05,2.672e-05
M:41 N:13,2.592e-05,2.675e-05,2.394e-05,2.983e-05
M:41 N:14,2.877e-05,2.89e-05,2.523e-05,3.013e-05
M:41 N:15,2.999e-05,3.083e-05,2.747e-05,3.176e-05
M:41 N:16,3.22e-05,3.246e-05,2.852e-05,3.32e-05
M:41 N:17,3.328e-05,3.388e-05,2.994e-05,3.534e-05
M:41 N:18,3.532e-05,3.61e-05,3.138e-05,3.761e-05
M:41 N:19,3.754e-05,3.756e-05,3.286e-05,3.953e-05
M:41 N:20,4.041e-05,3.946e-05,3.675e-05,4.01e-05
M:41 N:21,4.078e-05,4.15e-05,4.413e-05,4.197e-05
M:41 N:22,4.234e-05,4.288e-05,3.772e-05,4.406e-05
M:41 N:23,4.411e-05,4.617e-05,3.913e-05,4.591e-05
M:41 N:24,4.671e-05,4.628e-05,4.007e-05,4.676e-05
M:41 N:25,4.829e-05,4.809e-05,4.187e-05,4.933e-05
M:41 N:26,5.056e-05,5.01e-05,4.317e-05,5.051e-05
M:41 N:27,5.276e-05,5.198e-05,4.639e-05,5.269e-05
M:41 N:28,5.442e-05,5.412e-05,4.675e-05,5.463e-05
M:41 N:29,5.67e-05,5.585e-05,4.849e-05,5.566e-05
M:41 N:30,5.795e-05,5.824e-05,4.956e-05,5.789e-05
M:41 N:31,6.083e-05,6.024e-05,5.308e-05,5.965e-05
M:41 N:32,6.636e-05,6.721e-05,5.365e-05,6.139e-05
M:41 N:33,6.68e-05,7.141e-05,6.353e-05,6.871e-05
M:41 N:34,7.5e-05,7.436e-05,6.466e-05,7.565e-05
M:41 N:35,7.675e-05,7.552e-05,6.668e-05,7.512e-05
M:41 N:36,7.82e-05,7.737e-05,6.761e-05,7.76e-05
M:41 N:37,8.019e-05,8.18e-05,6.991e-05,8.174e-05
M:41 N:38,8.296e-05,8.29e-05,7.283e-05,8.174e-05
M:41 N:39,8.511e-05,8.45e-05,7.464e-05,8.312e-05
M:41 N:40,8.746e-05,8.687e-05,7.481e-05,8.58e-05
M:41 N:41,9.056e-05,9.219e-05,7.611e-05,0.00010103
M:42 N:1,5.29e-06,5.06e-06,6.59e-06,6.36e-06
M:42 N:2,7.27e-06,7.08e-06,8.11e-06,8.61e-06
M:42 N:3,9.03e-06,8.88e-06,9.03e-06,1.058e-05
M:42 N:4,1.101e-05,1.109e-05,1.066e-05,1.264e-05
M:42 N:5,1.23e-05,1.227e-05,1.21e-05,1.429e-05
M:42 N:6,1.417e-05,1.408e-05,1.364e-05,1.624e-05
M:42 N:7,1.7e-05,1.751e-05,1.505e-05,1.804e-05
M:42 N:8,1.785e-05,1.759e-05,1.679e-05,1.984e-05
M:42 N:9,1.975e-05,1.938e-05,1.816e-05,2.175e-05
M:42 N:10,2.198e-05,2.151e-05,1.99e-05,2.403e-05
M:42 N:11,2.366e-05,2.32e-05,2.169e-05,2.525e-05
M:42 N:12,2.517e-05,2.495e-05,2.301e-05,2.698e-05
M:42 N:13,2.685e-05,2.842e-05,2.412e-05,2.92e-05
M:42 N:14,2.881e-05,2.95e-05,2.581e-05,3.058e-05
M:42 N:15,3.272e-05,3.167e-05,3.023e-05,3.409e-05
M:42 N:16,3.314e-05,3.231e-05,2.906e-05,3.421e-05
M:42 N:17,3.484e-05,3.409e-05,3.081e-05,3.608e-05
M:42 N:18,4.393e-05,3.64e-05,3.23e-05,3.815e-05
M:42 N:19,3.912e-05,3.85e-05,3.38e-05,4.01e-05
M:42 N:20,4.14e-05,4.098e-05,3.606e-05,4.152e-05
M:42 N:21,4.325e-05,5.075e-05,5.042e-05,4.548e-05
M:42 N:22,4.901e-05,4.522e-05,3.872e-05,4.552e-05
M:42 N:23,4.699e-05,4.712e-05,4.358e-05,4.721e-05
M:42 N:24,4.855e-05,5.086e-05,4.237e-05,4.954e-05
M:42 N:25,5.062e-05,5.289e-05,4.519e-05,5.194e-05
M:42 N:26,5.363e-05,5.434e-05,4.605e-05,5.363e-05
M:42 N:27,5.56e-05,5.699e-05,4.72e-05,5.504e-05
M:42 N:28,5.675e-05,5.855e-05,4.92e-05,6.815e-05
M:42 N:29,7.982e-05,6.487e-05,8.19e-05,6.502e-05
M:42 N:30,6.136e-05,6.33e-05,5.196e-05,6.058e-05
M:42 N:31,6.426e-05,6.63e-05,5.341e-05,6.491e-05
M:42 N:32,6.64e-05,7.169e-05,5.592e-05,6.452e-05
M:42 N:33,7.178e-05,7.607e-05,6.585e-05,7.379e-05
M:42 N:34,7.72e-05,7.836e-05,6.836e-05,7.773e-05
M:42 N:35,7.944e-05,8.093e-05,6.979e-05,8.012e-05
M:42 N:36,8.36e-05,8.327e-05,7.095e-05,8.159e-05
M:42 N:37,8.369e-05,8.513e-05,7.26e-05,8.366e-05
M:42 N:38,8.674e-05,8.81e-05,7.487e-05,8.725e-05
M:42 N:39,8.938e-05,9.078e-05,7.857e-05,8.854e-05
M:42 N:40,9.128e-05,9.323e-05,7.739e-05,8.977e-05
M:42 N:41,9.423e-05,9.577e-05,7.936e-05,9.164e-05
M:42 N:42,9.722e-05,9.845e-05,8.123e-05,9.63e-05
M:43 N:1,5.67e-06,5.25e-06,6.79e-06,6.67e-06
M:43 N:2,7.47e-06,7.39e-06,7.83e-06,8.9e-06
M:43 N:3,9.49e-06,9.33e-06,9.45e-06,1.11e-05
M:43 N:4,1.146e-05,1.168e-05,1.116e-05,1.326e-05
M:43 N:5,1.307e-05,1.273e-05,1.273e-05,1.53e-05
M:43 N:6,1.504e-05,1.467e-05,1.451e-05,1.71e-05
M:43 N:7,1.699e-05,1.634e-05,1.626e-05,1.885e-05
M:43 N:8,1.868e-05,1.87e-05,1.745e-05,2.105e-05
M:43 N:9,2.13e-05,2.026e-05,1.902e-05,2.257e-05
M:43 N:10,2.269e-05,2.264e-05,2.048e-05,2.471e-05
M:43 N:11,2.7e-05,2.399e-05,2.19e-05,2.63e-05
M:43 N:12,2.633e-05,2.6e-05,2.386e-05,2.815e-05
M:43 N:13,2.84e-05,2.762e-05,2.544e-05,2.995e-05
M:43 N:14,3.104e-05,2.998e-05,2.716e-05,3.22e-05
M:43 N:15,3.248e-05,3.16e-05,2.881e-05,3.396e-05
M:43 N:16,3.446e-05,3.374e-05,3.049e-05,3.583e-05
M:43 N:17,3.651e-05,3.568e-05,3.22e-05,3.884e-05
M:43 N:18,4.247e-05,3.816e-05,3.392e-05,3.995e-05
M:43 N:19,4.072e-05,4.069e-05,3.568e-05,4.193e-05
M:43 N:20,4.267e-05,4.253e-05,4.533e-05,4.381e-05
M:43 N:21,4.464e-05,4.479e-05,5.515e-05,4.582e-05
M:43 N:22,4.624e-05,4.74e-05,4.07e-05,4.775e-05
M:43 N:23,4.849e-05,4.927e-05,4.253e-05,4.938e-05
M:43 N:24,5.071e-05,5.188e-05,4.426e-05,5.234e-05
M:43 N:25,5.374e-05,5.427e-05,4.639e-05,5.328e-05
M:43 N:26,5.577e-05,5.708e-05,4.789e-05,5.572e-05
M:43 N:27,5.8e-05,5.954e-05,4.962e-05,5.747e-05
M:43 N:28,5.966e-05,6.293e-05,5.114e-05,5.925e-05
M:43 N:29,6.179e-05,6.362e-05,5.301e-05,6.123e-05
M:43 N:30,6.389e-05,6.634e-05,5.452e-05,6.331e-05
M:43 N:31,6.617e-05,6.897e-05,5.631e-05,6.533e-05
M:43 N:32,7.05e-05,7.766e-05,6.027e-05,6.726e-05
M:43 N:33,7.315e-05,7.457e-05,6.904e-05,7.506e-05
M:43 N:34,8.117e-05,8.192e-05,7.056e-05,8.154e-05
M:43 N:35,8.359e-05,8.527e-05,7.266e-05,8.517e-05
M:43 N:36,8.585e-05,9.07e-05,7.456e-05,8.807e-05
M:43 N:37,8.857e-05,8.936e-05,7.689e-05,8.772e-05
M:43 N:38,9.104e-05,9.26e-05,7.854e-05,9.053e-05
M:43 N:39,9.57e-05,9.508e-05,8.007e-05,9.214e-05
M:43 N:40,9.57e-05,9.776e-05,8.11e-05,9.423e-05
M:43 N:41,9.83e-05,0.00010029,8.376e-05,9.648e-05
M:43 N:42,0.00010232,0.00010276,8.714e-05,9.852e-05
M:43 N:43,0.0001035,0.00010566,8.671e-05,0.0001
M:44 N:1,5.67e-06,5.81e-06,6.94e-06,7.31e-06
M:44 N:2,7.91e-06,8.02e-06,8.16e-06,9.52e-06
M:44 N:3,9.86e-06,9.99e-06,9.93e-06,1.173e-05
M:44 N:4,1.194e-05,1.199e-05,1.176e-05,1.403e-05
M:44 N:5,1.353e-05,1.331e-05,1.342e-05,1.636e-05
M:44 N:6,1.693e-05,1.52e-05,1.508e-05,1.787e-05
M:44 N:7,1.762e-05,1.703e-05,1.645e-05,1.955e-05
M:44 N:8,1.956e-05,1.924e-05,1.825e-05,2.217e-05
M:44 N:9,2.126e-05,2.116e-05,1.972e-05,2.37e-05
M:44 N:10,2.343e-05,2.331e-05,2.122e-05,2.568e-05
M:44 N:11,2.612e-05,2.507e-05,2.311e-05,2.761e-05
M:44 N:12,2.798e-05,2.734e-05,2.5e-05,2.971e-05
M:44 N:13,2.957e-05,2.892e-05,2.667e-05,3.162e-05
M:44 N:14,3.167e-05,3.147e-05,2.843e-05,3.378e-05
M:44 N:15,3.35e-05,3.384e-05,3.029e-05,3.581e-05
M:44 N:16,3.613e-05,3.53e-05,3.19e-05,3.773e-05
M:44 N:17,3.803e-05,3.81e-05,3.332e-05,3.95e-05
M:44 N:18,4.041e-05,3.977e-05,3.568e-05,4.17e-05
M:44 N:19,4.285e-05,4.149e-05,3.827e-05,4.341e-05
M:44 N:20,4.811e-05,4.367e-05,3.869e-05,4.556e-05
M:44 N:21,4.685e-05,4.579e-05,4.054e-05,4.827e-05
M:44 N:22,4.856e-05,4.811e-05,4.268e-05,5.081e-05
M:44 N:23,5.052e-05,5.028e-05,4.428e-05,5.139e-05
M:44 N:24,5.311e-05,5.28e-05,4.638e-05,5.377e-05
M:44 N:25,5.553e-05,5.513e-05,4.791e-05,5.567e-05
M:44 N:26,5.806e-05,5.855e-05,4.971e-05,5.766e-05
M:44 N:27,6.029e-05,5.891e-05,5.134e-05,5.925e-05
M:44 N:28,6.21e-05,6.132e-05,5.329e-05,6.128e-05
M:44 N:29,6.473e-05,6.358e-05,5.478e-05,6.346e-05
M:44 N:30,6.804e-05,6.61e-05,5.678e-05,6.567e-05
M:44 N:31,6.936e-05,6.866e-05,5.891e-05,6.744e-05
M:44 N:32,7.226e-05,7.126e-05,6.085e-05,6.967e-05
M:44 N:33,7.747e-05,8.213e-05,7.238e-05,8.278e-05
M:44 N:34,9.085e-05,8.422e-05,7.515e-05,8.457e-05
M:44 N:35,8.802e-05,8.607e-05,7.672e-05,8.857e-05
M:44 N:36,9e-05,8.858e-05,7.787e-05,8.996e-05
M:44 N:37,9.354e-05,9.137e-05,8.091e-05,9.08e-05
M:44 N:38,9.504e-05,9.353e-05,8.219e-05,9.3e-05
M:44 N:39,9.716e-05,9.664e-05,8.564e-05,9.433e-05
M:44 N:40,0.0001012,9.89e-05,8.711e-05,9.732e-05
M:44 N:41,0.00010314,0.0001019,8.695e-05,9.925e-05
M:44 N:42,0.0001077,0.00010474,8.86e-05,0.00010115
M:44 N:43,0.00010991,0.00010994,9.054e-05,0.00010622
M:44 N:44,0.00011088,0.0001093,9.143e-05,0.00010545
M:45 N:1,5.91e-06,6.01e-06,7.3e-06,7.46e-06
M:45 N:2,8.24e-06,8.3e-06,8.49e-06,9.81e-06
M:45 N:3,1.034e-05,1.026e-05,1.033e-05,1.229e-05
M:45 N:4,1.236e-05,1.242e-05,1.21e-05,1.452e-05
M:45 N:5,1.42e-05,1.379e-05,1.391e-05,1.704e-05
M:45 N:6,1.627e-05,1.592e-05,1.561e-05,1.857e-05
M:45 N:7,1.813e-05,1.772e-05,1.725e-05,2.049e-05
M:45 N:8,2.056e-05,2.019e-05,1.911e-05,2.331e-05
M:45 N:9,2.273e-05,2.216e-05,2.066e-05,2.467e-05
M:45 N:10,2.476e-05,2.453e-05,2.229e-05,2.688e-05
M:45 N:11,2.675e-05,2.622e-05,2.403e-05,2.883e-05
M:45 N:12,2.958e-05,2.828e-05,2.602e-05,3.101e-05
M:45 N:13,3.11e-05,3.052e-05,2.759e-05,3.306e-05
M:45 N:14,3.291e-05,3.278e-05,2.927e-05,3.514e-05
M:45 N:15,3.527e-05,3.545e-05,3.134e-05,3.711e-05
M:45 N:16,3.739e-05,3.689e-05,3.318e-05,3.922e-05
M:45 N:17,3.955e-05,3.929e-05,3.515e-05,4.124e-05
M:45 N:18,4.222e-05,4.167e-05,3.698e-05,4.343e-05
M:45 N:19,4.546e-05,4.986e-05,3.874e-05,4.537e-05
M:45 N:20,4.632e-05,5.397e-05,4.066e-05,4.752e-05
M:45 N:21,4.899e-05,5.643e-05,4.259e-05,4.992e-05
M:45 N:22,5.076e-05,5.1e-05,4.507e-05,5.203e-05
M:45 N:23,5.286e-05,5.232e-05,4.636e-05,5.413e-05
M:45 N:24,5.575e-05,5.515e-05,4.828e-05,5.642e-05
M:45 N:25,5.827e-05,5.766e-05,5.039e-05,5.852e-05
M:45 N:26,6.219e-05,6.132e-05,5.213e-05,6.006e-05
M:45 N:27,6.251e-05,6.168e-05,5.388e-05,6.212e-05
M:45 N:28,6.48e-05,6.418e-05,5.559e-05,6.406e-05
M:45 N:29,6.766e-05,6.785e-05,5.745e-05,6.637e-05
M:45 N:30,7.238e-05,6.864e-05,6.337e-05,6.838e-05
M:45 N:31,7.457e-05,7.112e-05,6.528e-05,7.049e-05
M:45 N:32,7.592e-05,8.334e-05,6.39e-05,7.306e-05
M:45 N:33,8.178e-05,8.585e-05,7.567e-05,8.556e-05
M:45 N:34,9.071e-05,9.128e-05,7.768e-05,8.866e-05
M:45 N:35,9.166e-05,9.059e-05,8.027e-05,9.38e-05
M:45 N:36,9.749e-05,9.349e-05,8.704e-05,9.384e-05
M:45 N:37,9.743e-05,9.528e-05,8.387e-05,9.53e-05
M:45 N:38,9.943e-05,9.828e-05,8.587e-05,9.913e-05
M:45 N:39,0.00010206,0.0001014,9.43e-05,9.921e-05
M:45 N:40,0.00010515,0.00010398,8.82e-05,0.00010251
M:45 N:41,0.00010934,0.00010759,9.175e-05,0.00010347
M:45 N:42,0.00011266,0.00011355,9.334e-05,0.00010694
M:45 N:43,0.00011629,0.00011339,9.662e-05,0.00011049
M:45 N:44,0.00011654,0.00011456,9.689e-05,0.0001118
M:45 N:45,0.00011988,0.00011777,9.842e-05,0.00011668
M:46 N:1,6.44e-06,6e-06,7.68e-06,7.71e-06
M:46 N:2,8.77e-06,8.56e-06,9.08e-06,1.02e-05
M:46 N:3,1.072e-05,1.09e-05,1.077e-05,1.288e-05
M:46 N:4,1.313e-05,1.31e-05,1.292e-05,1.517e-05
M:46 N:5,1.473e-05,1.478e-05,1.457e-05,1.724e-05
M:46 N:6,1.705e-05,1.711e-05,1.661e-05,1.982e-05
M:46 N:7,2.088e-05,1.906e-05,1.802e-05,2.147e-05
M:46 N:8,2.119e-05,2.138e-05,1.988e-05,2.402e-05
M:46 N:9,2.368e-05,2.366e-05,2.213e-05,2.658e-05
M:46 N:10,2.598e-05,2.565e-05,2.359e-05,2.81e-05
M:46 N:11,2.794e-05,2.76e-05,2.545e-05,3.036e-05
M:46 N:12,3.028e-05,3.013e-05,2.731e-05,3.269e-05
M:46 N:13,3.229e-05,3.192e-05,2.92e-05,3.468e-05
M:46 N:14,3.488e-05,3.482e-05,3.135e-05,3.715e-05
M:46 N:15,3.661e-05,3.7e-05,3.312e-05,3.929e-05
M:46 N:16,3.943e-05,3.999e-05,3.596e-05,4.122e-05
M:46 N:17,4.247e-05,4.119e-05,3.69e-05,4.337e-05
M:46 N:18,4.506e-05,4.449e-05,3.961e-05,4.57e-05
M:46 N:19,4.709e-05,4.719e-05,4.122e-05,4.815e-05
M:46 N:20,4.873e-05,5.748e-05,4.289e-05,6.194e-05
M:46 N:21,5.074e-05,5.117e-05,4.52e-05,5.194e-05
M:46 N:22,5.283e-05,5.331e-05,5.67e-05,5.745e-05
M:46 N:23,5.605e-05,5.581e-05,4.853e-05,5.816e-05
M:46 N:24,6.165e-05,5.829e-05,5.375e-05,6.044e-05
M:46 N:25,6.099e-05,6.196e-05,5.258e-05,6.284e-05
M:46 N:26,6.683e-05,6.34e-05,5.569e-05,6.289e-05
M:46 N:27,6.668e-05,6.711e-05,5.6e-05,6.533e-05
M:46 N:28,6.876e-05,6.894e-05,5.898e-05,6.827e-05
M:46 N:29,7.04e-05,7.15e-05,6.006e-05,8.113e-05
M:46 N:30,7.324e-05,7.353e-05,6.245e-05,7.201e-05
M:46 N:31,7.589e-05,7.623e-05,6.443e-05,7.443e-05
M:46 N:32,7.948e-05,7.759e-05,6.61e-05,7.58e-05
M:46 N:33,8.089e-05,8.947e-05,8.837e-05,8.985e-05
M:46 N:34,9.489e-05,9.141e-05,8.108e-05,9.628e-05
M:46 N:35,9.671e-05,9.52e-05,8.359e-05,9.545e-05
M:46 N:36,9.943e-05,9.678e-05,8.727e-05,9.771e-05
M:46 N:37,0.00010123,9.944e-05,8.752e-05,9.959e-05
M:46 N:38,0.00010447,0.00010307,8.912e-05,0.0001042
M:46 N:39,0.00010693,0.00010759,9.272e-05,0.00010479
M:46 N:40,0.00011135,0.00010908,9.579e-05,0.00010667
M:46 N:41,0.00011563,0.00011252,9.476e-05,0.00010849
M:46 N:42,0.00011629,0.00011688,9.651e-05,0.00011362
M:46 N:43,0.00012812,0.00011779,9.835e-05,0.00011533
M:46 N:44,0.00012191,0.00011951,0.00010061,0.00011693
M:46 N:45,0.00012385,0.00012571,0.00010297,0.00011831
M:46 N:46,0.00012724,0.00012516,0.00010468,0.00016635
M:47 N:1,7.17e-06,6.76e-06,8.57e-06,8.15e-06
M:47 N:2,8.93e-06,8.83e-06,9.09e-06,1.061e-05
M:47 N:3,1.142e-05,1.118e-05,1.128e-05,1.331e-05
M:47 N:4,1.351e-05,1.346e-05,1.342e-05,1.597e-05
M:47 N:5,1.546e-05,1.546e-05,1.556e-05,1.778e-05
M:47 N:6,1.792e-05,1.774e-05,1.724e-05,2.016e-05
M:47 N:7,1.985e-05,1.98e-05,1.876e-05,2.237e-05
M:47 N:8,2.232e-05,2.223e-05,2.117e-05,3.005e-05
M:47 N:9,2.504e-05,2.44e-05,2.269e-05,2.712e-05
M:47 N:10,2.717e-05,2.665e-05,2.446e-05,2.932e-05
M:47 N:11,2.935e-05,2.882e-05,2.695e-05,3.158e-05
M:47 N:12,3.142e-05,3.11e-05,2.837e-05,3.36e-05
M:47 N:13,3.381e-05,3.334e-05,3.029e-05,3.589e-05
M:47 N:14,3.589e-05,3.681e-05,3.235e-05,3.835e-05
M:47 N:15,3.811e-05,3.815e-05,3.452e-05,4.069e-05
M:47 N:16,4.133e-05,4.089e-05,3.659e-05,4.29e-05
M:47 N:17,4.324e-05,4.29e-05,3.843e-05,4.616e-05
M:47 N:18,4.64e-05,4.573e-05,4.06e-05,4.734e-05
M:47 N:19,4.906e-05,5.5e-05,4.255e-05,4.983e-05
M:47 N:20,5.095e-05,5.05e-05,4.43e-05,5.172e-05
M:47 N:21,5.41e-05,5.851e-05,4.626e-05,5.431e-05
M:47 N:22,5.505e-05,5.516e-05,4.804e-05,5.648e-05
M:47 N:23,5.733e-05,5.778e-05,5.009e-05,5.903e-05
M:47 N:24,6.131e-05,6.211e-05,5.225e-05,6.097e-05
M:47 N:25,6.27e-05,6.287e-05,5.456e-05,6.321e-05
M:47 N:26,6.629e-05,6.545e-05,5.65e-05,6.542e-05
M:47 N:27,6.923e-05,6.844e-05,5.872e-05,6.933e-05
M:47 N:28,7.275e-05,7.176e-05,6.67e-05,7.051e-05
M:47 N:29,7.41e-05,8.015e-05,6.244e-05,7.24e-05
M:47 N:30,7.6e-05,7.582e-05,6.474e-05,7.594e-05
M:47 N:31,7.797e-05,8.04e-05,6.867e-05,7.682e-05
M:47 N:32,8.169e-05,8.154e-05,6.886e-05,7.925e-05
M:47 N:33,8.536e-05,9.138e-05,8.324e-05,9.316e-05
M:47 N:34,9.795e-05,9.783e-05,8.463e-05,9.631e-05
M:47 N:35,0.00010443,0.00010149,9.247e-05,0.0001032
M:47 N:36,0.00011067,0.00010178,9.372e-05,0.00010173
M:47 N:37,0.00010925,0.00011252,9.216e-05,0.00010893
M:47 N:38,0.00011866,0.00010829,9.432e-05,0.00011687
M:47 N:39,0.00011309,0.00011787,9.957e-05,0.00011136
M:47 N:40,0.00012478,0.00011448,9.897e-05,0.00011105
M:47 N:41,0.00012561,0.0001171,9.985e-05,0.00011287
M:47 N:42,0.00012107,0.0001269,0.00010653,0.00011934
M:47 N:43,0.00014418,0.00012793,0.00011871,0.00011914
M:47 N:44,0.00012723,0.00012619,0.00010608,0.00012145
M:47 N:45,0.00012959,0.00013187,0.00010717,0.00012679
M:47 N:46,0.00013486,0.00013024,0.00012233,0.00012691
M:47 N:47,0.00013854,0.00013407,0.00012043,0.00012883
M:48 N:1,6.63e-06,6.52e-06,8.41e-06,8.21e-06
M:48 N:2,9.25e-06,9.15e-06,9.41e-06,1.088e-05
M:48 N:3,1.172e-05,1.148e-05,1.165e-05,1.356e-05
M:48 N:4,1.409e-05,1.391e-05,1.376e-05,1.631e-05
M:48 N:5,1.577e-05,1.655e-05,1.769e-05,1.934e-05
M:48 N:6,1.826e-05,1.824e-05,1.891e-05,2.12e-05
M:48 N:7,2.08e-05,2.042e-05,1.967e-05,2.324e-05
M:48 N:8,2.366e-05,2.306e-05,2.161e-05,2.594e-05
M:48 N:9,2.579e-05,2.497e-05,2.327e-05,2.813e-05
M:48 N:10,3.065e-05,2.782e-05,2.559e-05,3.051e-05
M:48 N:11,3.28e-05,2.956e-05,2.726e-05,3.262e-05
M:48 N:12,3.3e-05,3.349e-05,2.95e-05,3.545e-05
M:48 N:13,3.499e-05,3.51e-05,3.162e-05,3.771e-05
M:48 N:14,4.385e-05,3.708e-05,3.366e-05,3.986e-05
M:48 N:15,4.015e-05,3.983e-05,3.568e-05,4.213e-05
M:48 N:16,4.306e-05,4.215e-05,3.787e-05,4.454e-05
M:48 N:17,5.554e-05,4.691e-05,4.655e-05,5.271e-05
M:48 N:18,4.948e-05,4.849e-05,4.184e-05,4.983e-05
M:48 N:19,5.082e-05,4.934e-05,4.38e-05,5.188e-05
M:48 N:20,6.323e-05,5.548e-05,4.888e-05,5.66e-05
M:48 N:21,5.831e-05,5.491e-05,5.208e-05,5.688e-05
M:48 N:22,5.794e-05,5.74e-05,5.05e-05,5.881e-05
M:48 N:23,6.035e-05,6.03e-05,5.286e-05,6.205e-05
M:48 N:24,6.327e-05,6.276e-05,5.531e-05,6.365e-05
M:48 N:25,6.648e-05,6.506e-05,5.669e-05,6.599e-05
M:48 N:26,6.921e-05,6.777e-05,5.886e-05,6.826e-05
M:48 N:27,7.36e-05,7.002e-05,6.094e-05,7.068e-05
M:48 N:28,7.457e-05,7.293e-05,6.302e-05,7.277e-05
M:48 N:29,7.702e-05,7.643e-05,6.528e-05,7.508e-05
M:48 N:30,7.951e-05,7.869e-05,6.86e-05,7.714e-05
M:48 N:31,8.195e-05,8.136e-05,6.945e-05,7.991e-05
M:48 N:32,8.587e-05,8.505e-05,7.211e-05,8.298e-05
M:48 N:33,9.108e-05,9.322e-05,8.554e-05,9.66e-05
M:48 N:34,0.0001071,0.00010684,9.338e-05,0.00010706
M:48 N:35,0.00010993,0.00010937,9.64e-05,0.00010893
M:48 N:36,0.00011269,0.0001125,9.893e-05,0.00011246
M:48 N:37,0.00011561,0.00011575,0.00010091,0.0001171
M:48 N:38,0.0001191,0.00011842,0.00010331,0.00011735
M:48 N:39,0.00012267,0.00012257,0.00010829,0.00011973
M:48 N:40,0.00012601,0.00012491,0.00010691,0.00012304
