Tick,RunF64,RunF32,RunI64,RunI32
M:1 N:1,1e-08,1e-08,1e-08,1e-08
M:2 N:1,2e-08,2e-08,2e-08,2e-08
M:2 N:2,2e-08,2e-08,2e-08,2e-08
M:3 N:1,3e-08,3e-08,3e-08,4e-08
M:3 N:2,4e-08,4e-08,4e-08,5e-08
M:3 N:3,5e-08,5e-08,5e-08,6e-08
M:4 N:1,5e-08,5e-08,6e-08,6e-08
M:4 N:2,7e-08,7e-08,7e-08,8e-08
M:4 N:3,8e-08,8e-08,8e-08,1e-07
M:4 N:4,1e-07,1e-07,9e-08,1.1e-07
M:5 N:1,8e-08,7e-08,9e-08,9e-08
M:5 N:2,1e-07,1e-07,1e-07,1.2e-07
M:5 N:3,1.2e-07,1.2e-07,1.3e-07,1.5e-07
M:5 N:4,1.6e-07,1.7e-07,1.5e-07,1.9e-07
M:5 N:5,1.9e-07,1.8e-07,1.8e-07,2.2e-07
M:6 N:1,1e-07,1e-07,1.3e-07,1.3e-07
M:6 N:2,1.4e-07,1.5e-07,1.4e-07,1.8e-07
M:6 N:3,1.9e-07,1.8e-07,1.7e-07,2.2e-07
M:6 N:4,2.2e-07,2.2e-07,2.2e-07,2.6e-07
M:6 N:5,3.4e-07,2.5e-07,3.8e-07,3e-07
M:6 N:6,2.9e-07,2.8e-07,2.8e-07,3.7e-07
M:7 N:1,1.4e-07,1.4e-07,1.8e-07,1.7e-07
M:7 N:2,2e-07,2e-07,1.9e-07,2.3e-07
M:7 N:3,2.5e-07,2.5e-07,2.4e-07,2.9e-07
M:7 N:4,2.9e-07,3e-07,3e-07,3.5e-07
M:7 N:5,3.9e-07,3.8e-07,3.4e-07,4.3e-07
M:7 N:6,4.2e-07,3.9e-07,4.1e-07,4.5e-07
M:7 N:7,4.3e-07,4.3e-07,4.2e-07,4.9e-07
M:8 N:1,1.8e-07,1.8e-07,2.4e-07,2.3e-07
M:8 N:2,2.6e-07,2.6e-07,2.5e-07,3.1e-07
M:8 N:3,3.3e-07,3.2e-07,3.2e-07,3.8e-07
M:8 N:4,3.8e-07,3.8e-07,3.9e-07,4.6e-07
M:8 N:5,4.3e-07,4.3e-07,4.6e-07,5.1e-07
M:8 N:6,5.1e-07,5.3e-07,4.9e-07,5.8e-07
M:8 N:7,5.6e-07,6.1e-07,5.3e-07,6.5e-07
M:8 N:8,6.3e-07,6.3e-07,6.1e-07,7.1e-07
M:9 N:1,2.2e-07,2.2e-07,3e-07,2.8e-07
M:9 N:2,3.2e-07,3.2e-07,3.2e-07,3.8e-07
M:9 N:3,3.9e-07,3.9e-07,4e-07,4.7e-07
M:9 N:4,4.8e-07,4.9e-07,4.8e-07,5.6e-07
M:9 N:5,5.5e-07,5.5e-07,5.5e-07,6.6e-07
M:9 N:6,6.3e-07,6.3e-07,6.2e-07,7.3e-07
M:9 N:7,7.3e-07,7.3e-07,7.1e-07,8.1e-07
M:9 N:8,7.9e-07,7.9e-07,7.5e-07,8.9e-07
M:9 N:9,8.8e-07,9.3e-07,8.2e-07,1.05e-06
M:10 N:1,2.7e-07,2.9e-07,3.4e-07,3.5e-07
M:10 N:2,3.9e-07,4.1e-07,4e-07,4.8e-07
M:10 N:3,5e-07,5.2e-07,4.9e-07,6e-07
M:10 N:4,6.1e-07,6.1e-07,6.1e-07,7.1e-07
M:10 N:5,7e-07,6.9e-07,7e-07,8.4e-07
M:10 N:6,7.9e-07,8.1e-07,8e-07,9.5e-07
M:10 N:7,9.9e-07,9.8e-07,8.9e-07,1.13e-06
M:10 N:8,1e-06,1.03e-06,1.04e-06,1.16e-06
M:10 N:9,1.14e-06,1.12e-06,1.07e-06,1.29e-06
M:10 N:10,1.39e-06,1.34e-06,1.26e-06,1.47e-06
M:11 N:1,3.5e-07,3.4e-07,4.9e-07,4.3e-07
M:11 N:2,4.8e-07,4.7e-07,4.8e-07,5.6e-07
M:11 N:3,6.5e-07,6.5e-07,6.1e-07,7.8e-07
M:11 N:4,7.3e-07,7.2e-07,7.6e-07,8.4e-07
M:11 N:5,8.3e-07,8.2e-07,8.2e-07,9.8e-07
M:11 N:6,1.01e-06,1.02e-06,9.2e-07,1.16e-06
M:11 N:7,1.13e-06,1.12e-06,1.12e-06,1.28e-06
M:11 N:8,1.2e-06,1.24e-06,1.18e-06,1.39e-06
M:11 N:9,1.44e-06,1.37e-06,1.21e-06,1.58e-06
M:11 N:10,1.66e-06,1.5e-06,1.38e-06,1.66e-06
M:11 N:11,1.63e-06,1.63e-06,1.47e-06,1.8e-06
M:12 N:1,3.9e-07,3.9e-07,5.3e-07,5e-07
M:12 N:2,5.6e-07,5.7e-07,5.8e-07,6.7e-07
M:12 N:3,6.9e-07,7e-07,7e-07,8.4e-07
M:12 N:4,8.6e-07,8.5e-07,8.5e-07,1e-06
M:12 N:5,9.7e-07,9.7e-07,9.7e-07,1.14e-06
M:12 N:6,1.2e-06,1.25e-06,1.09e-06,1.45e-06
M:12 N:7,1.72e-06,1.27e-06,1.5e-06,1.44e-06
M:12 N:8,1.59e-06,1.5e-06,1.32e-06,1.7e-06
M:12 N:9,1.66e-06,1.61e-06,1.5e-06,1.81e-06
M:12 N:10,1.78e-06,1.76e-06,1.74e-06,1.96e-06
M:12 N:11,1.93e-06,1.89e-06,1.76e-06,2.09e-06
M:12 N:12,2.07e-06,2.05e-06,1.86e-06,2.25e-06
M:13 N:1,4.6e-07,4.6e-07,6.1e-07,5.8e-07
M:13 N:2,6.5e-07,6.5e-07,7e-07,7.7e-07
M:13 N:3,8.2e-07,8.4e-07,8.4e-07,9.7e-07
M:13 N:4,1e-06,1e-06,9.9e-07,1.19e-06
M:13 N:5,1.15e-06,1.15e-06,1.14e-06,1.36e-06
M:13 N:6,1.31e-06,1.31e-06,1.26e-06,1.5e-06
M:13 N:7,1.58e-06,1.57e-06,1.47e-06,1.8e-06
M:13 N:8,1.71e-06,1.71e-06,1.63e-06,1.93e-06
M:13 N:9,1.9e-06,1.89e-06,1.78e-06,2.45e-06
M:13 N:10,2.23e-06,2.06e-06,1.89e-06,2.3e-06
M:13 N:11,2.26e-06,2.25e-06,2.07e-06,2.49e-06
M:13 N:12,2.56e-06,2.38e-06,2.18e-06,2.64e-06
M:13 N:13,2.63e-06,2.75e-06,2.37e-06,2.85e-06
M:14 N:1,5.4e-07,5.2e-07,7e-07,6.8e-07
M:14 N:2,8.3e-07,8.4e-07,8e-07,9.8e-07
M:14 N:3,9.4e-07,9.6e-07,1.02e-06,1.15e-06
M:14 N:4,1.16e-06,1.15e-06,1.18e-06,1.38e-06
M:14 N:5,1.37e-06,1.32e-06,1.33e-06,1.55e-06
M:14 N:6,1.51e-06,1.54e-06,1.49e-06,1.78e-06
M:14 N:7,1.79e-06,1.92e-06,1.64e-06,2.06e-06
M:14 N:8,1.99e-06,1.97e-06,1.87e-06,2.23e-06
M:14 N:9,2.17e-06,2.18e-06,2.04e-06,2.42e-06
M:14 N:10,2.43e-06,2.4e-06,2.2e-06,2.64e-06
M:14 N:11,2.63e-06,2.59e-06,2.37e-06,2.84e-06
M:14 N:12,2.94e-06,2.77e-06,2.58e-06,3.04e-06
M:14 N:13,3e-06,2.95e-06,2.71e-06,3.29e-06
M:14 N:14,3.2e-06,3.2e-06,2.91e-06,3.47e-06
M:15 N:1,6.1e-07,6.1e-07,8e-07,7.6e-07
M:15 N:2,1.17e-06,8.6e-07,9e-07,1.03e-06
M:15 N:3,1.08e-06,1.09e-06,1.1e-06,1.31e-06
M:15 N:4,1.34e-06,1.36e-06,1.33e-06,1.57e-06
M:15 N:5,1.51e-06,1.54e-06,1.52e-06,1.8e-06
M:15 N:6,1.84e-06,1.87e-06,1.72e-06,2.15e-06
M:15 N:7,2.04e-06,2.08e-06,2e-06,2.33e-06
M:15 N:8,2.29e-06,2.33e-06,2.2e-06,2.6e-06
M:15 N:9,2.52e-06,2.87e-06,2.35e-06,3.62e-06
M:15 N:10,2.79e-06,2.78e-06,2.52e-06,3.04e-06
M:15 N:11,3.06e-06,3.03e-06,2.73e-06,3.31e-06
M:15 N:12,3.21e-06,3.29e-06,2.93e-06,3.51e-06
M:15 N:13,3.44e-06,3.46e-06,3.14e-06,3.79e-06
M:15 N:14,3.96e-06,3.65e-06,3.6e-06,3.95e-06
M:15 N:15,4.19e-06,3.87e-06,3.63e-06,4.21e-06
M:16 N:1,7e-07,6.8e-07,9e-07,8.5e-07
M:16 N:2,9.8e-07,1e-06,1.27e-06,1.18e-06
M:16 N:3,1.22e-06,1.22e-06,1.3e-06,1.45e-06
M:16 N:4,1.53e-06,1.51e-06,1.48e-06,1.76e-06
M:16 N:5,1.69e-06,1.7e-06,1.7e-06,2.02e-06
M:16 N:6,2.08e-06,2.05e-06,1.94e-06,2.39e-06
M:16 N:7,2.34e-06,2.28e-06,2.18e-06,2.61e-06
M:16 N:8,2.59e-06,2.57e-06,2.4e-06,2.89e-06
M:16 N:9,2.85e-06,3.31e-06,2.61e-06,4.55e-06
M:16 N:10,3.42e-06,3.26e-06,3.23e-06,3.39e-06
M:16 N:11,3.46e-06,3.38e-06,3.16e-06,3.72e-06
M:16 N:12,3.83e-06,3.71e-06,3.5e-06,4e-06
M:16 N:13,4.1e-06,4.02e-06,3.7e-06,4.28e-06
M:16 N:14,4.22e-06,4.24e-06,3.83e-06,4.57e-06
M:16 N:15,4.5e-06,4.57e-06,4.06e-06,5.04e-06
M:16 N:16,4.87e-06,4.91e-06,4.36e-06,5.14e-06
M:17 N:1,7.7e-07,7.9e-07,1.03e-06,9.9e-07
M:17 N:2,1.12e-06,1.1e-06,1.16e-06,1.28e-06
M:17 N:3,1.39e-06,1.36e-06,1.44e-06,1.63e-06
M:17 N:4,1.7e-06,1.69e-06,1.68e-06,1.98e-06
M:17 N:5,2.04e-06,2.03e-06,1.93e-06,2.39e-06
M:17 N:6,2.34e-06,2.31e-06,2.29e-06,2.68e-06
M:17 N:7,2.62e-06,2.57e-06,2.44e-06,2.98e-06
M:17 N:8,3.03e-06,2.9e-06,2.71e-06,3.26e-06
M:17 N:9,3.23e-06,3.19e-06,2.94e-06,3.59e-06
M:17 N:10,3.62e-06,3.6e-06,3.31e-06,3.89e-06
M:17 N:11,3.97e-06,3.87e-06,3.58e-06,4.2e-06
M:17 N:12,4.3e-06,4.2e-06,3.92e-06,4.53e-06
M:17 N:13,4.52e-06,4.53e-06,4.1e-06,4.8e-06
M:17 N:14,4.78e-06,4.8e-06,4.33e-06,5.19e-06
M:17 N:15,6.66e-06,5.24e-06,4.63e-06,5.44e-06
M:17 N:16,5.4e-06,5.77e-06,5.08e-06,5.78e-06
M:17 N:17,5.74e-06,5.99e-06,5.2e-06,6.17e-06
M:18 N:1,1e-06,9.5e-07,1.15e-06,1.19e-06
M:18 N:2,1.25e-06,1.23e-06,1.3e-06,1.46e-06
M:18 N:3,1.66e-06,1.58e-06,1.89e-06,1.85e-06
M:18 N:4,1.91e-06,1.99e-06,1.86e-06,2.26e-06
M:18 N:5,2.3e-06,2.25e-06,2.19e-06,2.64e-06
M:18 N:6,2.6e-06,2.61e-06,2.54e-06,2.99e-06
M:18 N:7,3.03e-06,2.91e-06,2.87e-06,3.33e-06
M:18 N:8,3.34e-06,3.26e-06,3.09e-06,3.68e-06
M:18 N:9,3.67e-06,3.59e-06,3.37e-06,4e-06
M:18 N:10,4.08e-06,3.96e-06,3.66e-06,4.34e-06
M:18 N:11,4.4e-06,4.25e-06,3.96e-06,4.74e-06
M:18 N:12,4.92e-06,4.61e-06,4.3e-06,5.05e-06
M:18 N:13,5.08e-06,4.87e-06,4.48e-06,5.31e-06
M:18 N:14,5.33e-06,5.4e-06,4.77e-06,5.69e-06
M:18 N:15,5.71e-06,5.57e-06,5.06e-06,5.98e-06
M:18 N:16,6.08e-06,6e-06,5.32e-06,6.34e-06
M:18 N:17,6.38e-06,6.35e-06,5.64e-06,6.66e-06
M:18 N:18,6.84e-06,6.72e-06,5.92e-06,7.05e-06
M:19 N:1,1.06e-06,1.09e-06,1.27e-06,1.33e-06
M:19 N:2,1.38e-06,1.37e-06,1.47e-06,1.65e-06
M:19 N:3,1.84e-06,1.84e-06,1.76e-06,2.25e-06
M:19 N:4,2.13e-06,2.12e-06,2.19e-06,2.48e-06
M:19 N:5,2.64e-06,2.5e-06,2.43e-06,2.94e-06
M:19 N:6,2.97e-06,2.99e-06,2.84e-06,3.38e-06
M:19 N:7,3.33e-06,3.43e-06,3.13e-06,3.89e-06
M:19 N:8,3.74e-06,4.23e-06,3.44e-06,4.52e-06
M:19 N:9,4.29e-06,4e-06,3.77e-06,4.43e-06
M:19 N:10,4.51e-06,4.47e-06,4.09e-06,4.86e-06
M:19 N:11,4.92e-06,4.78e-06,4.39e-06,5.2e-06
M:19 N:12,5.17e-06,5.12e-06,4.65e-06,5.55e-06
M:19 N:13,5.67e-06,5.45e-06,5e-06,6.12e-06
M:19 N:14,6.18e-06,5.95e-06,5.33e-06,6.36e-06
M:19 N:15,6.41e-06,6.26e-06,5.66e-06,6.7e-06
M:19 N:16,6.8e-06,6.7e-06,6.06e-06,7.08e-06
M:19 N:17,7.2e-06,7.09e-06,6.29e-06,7.44e-06
M:19 N:18,7.66e-06,7.53e-06,6.65e-06,7.83e-06
M:19 N:19,8.01e-06,7.9e-06,6.89e-06,8.19e-06
M:20 N:1,1.22e-06,1.17e-06,1.41e-06,1.49e-06
M:20 N:2,1.54e-06,1.54e-06,1.67e-06,1.78e-06
M:20 N:3,2.06e-06,2.01e-06,1.99e-06,2.39e-06
M:20 N:4,2.49e-06,2.48e-06,2.5e-06,3.07e-06
M:20 N:5,2.83e-06,2.77e-06,3e-06,3.42e-06
M:20 N:6,3.25e-06,3.36e-06,3.16e-06,3.69e-06
M:20 N:7,3.74e-06,3.63e-06,3.45e-06,4.05e-06
M:20 N:8,4.09e-06,3.99e-06,3.82e-06,4.59e-06
M:20 N:9,4.48e-06,4.41e-06,4.14e-06,4.92e-06
M:20 N:10,5.01e-06,4.89e-06,4.49e-06,5.34e-06
M:20 N:11,5.31e-06,5.21e-06,4.8e-06,5.71e-06
M:20 N:12,5.77e-06,5.62e-06,5.19e-06,6.13e-06
M:20 N:13,6.2e-06,6.24e-06,5.52e-06,6.99e-06
M:20 N:14,6.81e-06,6.48e-06,5.89e-06,6.99e-06
M:20 N:15,7e-06,6.94e-06,6.33e-06,7.39e-06
M:20 N:16,7.47e-06,7.39e-06,6.62e-06,7.79e-06
M:20 N:17,7.91e-06,7.91e-06,6.95e-06,8.63e-06
M:20 N:18,8.35e-06,8.39e-06,7.32e-06,8.61e-06
M:20 N:19,8.8e-06,8.66e-06,7.68e-06,9.22e-06
M:20 N:20,9.26e-06,9.15e-06,9.55e-06,9.41e-06
M:21 N:1,1.42e-06,1.27e-06,1.55e-06,1.73e-06
M:21 N:2,1.7e-06,1.7e-06,1.92e-06,1.97e-06
M:21 N:3,2.32e-06,2.22e-06,2.2e-06,2.68e-06
M:21 N:4,2.82e-06,2.71e-06,2.74e-06,3.24e-06
M:21 N:5,3.3e-06,3.01e-06,3.11e-06,3.61e-06
M:21 N:6,3.58e-06,3.64e-06,3.52e-06,4.18e-06
M:21 N:7,4.07e-06,3.91e-06,3.79e-06,4.49e-06
M:21 N:8,4.49e-06,4.37e-06,4.19e-06,4.94e-06
M:21 N:9,5.05e-06,4.85e-06,4.55e-06,5.38e-06
M:21 N:10,5.4e-06,5.34e-06,4.95e-06,5.82e-06
M:21 N:11,5.81e-06,5.83e-06,5.47e-06,6.4e-06
M:21 N:12,6.4e-06,6.48e-06,5.67e-06,7.25e-06
M:21 N:13,7.05e-06,6.65e-06,6.08e-06,7.35e-06
M:21 N:14,7.3e-06,7.19e-06,6.48e-06,7.78e-06
M:21 N:15,7.67e-06,7.59e-06,6.86e-06,8.14e-06
M:21 N:16,8.16e-06,8.1e-06,7.28e-06,8.66e-06
M:21 N:17,8.61e-06,8.69e-06,7.63e-06,9.15e-06
M:21 N:18,9.16e-06,9.58e-06,8.07e-06,9.58e-06
M:21 N:19,9.66e-06,9.74e-06,8.48e-06,9.93e-06
M:21 N:20,1.009e-05,1.024e-05,8.85e-06,1.04e-05
M:21 N:21,1.066e-05,1.184e-05,9.27e-06,1.1e-05
M:22 N:1,1.5e-06,1.51e-06,1.75e-06,1.89e-06
M:22 N:2,1.95e-06,1.97e-06,2.18e-06,2.33e-06
M:22 N:3,2.58e-06,2.75e-06,2.53e-06,3.08e-06
M:22 N:4,2.99e-06,3.08e-06,3.19e-06,3.71e-06
M:22 N:5,3.37e-06,3.64e-06,3.67e-06,4.09e-06
M:22 N:6,3.9e-06,4.17e-06,3.96e-06,4.68e-06
M:22 N:7,4.47e-06,4.61e-06,4.6e-06,5.29e-06
M:22 N:8,4.89e-06,5.29e-06,4.92e-06,5.73e-06
M:22 N:9,5.43e-06,5.72e-06,5.36e-06,6.25e-06
M:22 N:10,5.93e-06,6.3e-06,5.8e-06,6.82e-06
M:22 N:11,6.45e-06,6.81e-06,6.38e-06,7.28e-06
M:22 N:12,6.89e-06,7.46e-06,6.73e-06,7.81e-06
M:22 N:13,7.32e-06,8.22e-06,7.42e-06,8.27e-06
M:22 N:14,8.02e-06,8.92e-06,7.93e-06,9.09e-06
M:22 N:15,9.02e-06,9.46e-06,8.47e-06,9.46e-06
M:22 N:16,8.99e-06,9.99e-06,8.41e-06,9.86e-06
M:22 N:17,9.54e-06,1.05e-05,8.9e-06,1.038e-05
M:22 N:18,1.022e-05,1.114e-05,9.28e-06,1.091e-05
M:22 N:19,1.218e-05,1.195e-05,1.036e-05,1.179e-05
M:22 N:20,1.228e-05,1.239e-05,1.07e-05,1.287e-05
M:22 N:21,1.453e-05,1.806e-05,1.695e-05,1.855e-05
M:22 N:22,1.299e-05,1.347e-05,1.119e-05,1.308e-05
M:23 N:1,1.64e-06,1.6e-06,1.94e-06,2.04e-06
M:23 N:2,2.18e-06,2.4e-06,2.38e-06,2.53e-06
M:23 N:3,2.7e-06,3.58e-06,2.82e-06,4.1e-06
M:23 N:4,4.11e-06,3.4e-06,3.45e-06,3.94e-06
M:23 N:5,3.85e-06,3.78e-06,3.77e-06,4.53e-06
M:23 N:6,4.27e-06,4.57e-06,4.49e-06,5.56e-06
M:23 N:7,4.81e-06,4.99e-06,4.75e-06,6.22e-06
M:23 N:8,5.51e-06,5.62e-06,5.4e-06,7.52e-06
M:23 N:9,5.98e-06,6.4e-06,5.8e-06,7.53e-06
M:23 N:10,6.71e-06,6.87e-06,6.32e-06,7.42e-06
M:23 N:11,8.12e-06,7.46e-06,6.82e-06,8.11e-06
M:23 N:12,7.7e-06,8.11e-06,7.3e-06,8.45e-06
M:23 N:13,8.77e-06,8.72e-06,8.1e-06,9.03e-06
M:23 N:14,8.66e-06,1.052e-05,8.37e-06,1.063e-05
M:23 N:15,9.25e-06,1.006e-05,8.67e-06,1.022e-05
M:23 N:16,9.75e-06,1.075e-05,9.15e-06,1.075e-05
M:23 N:17,1.039e-05,1.138e-05,9.63e-06,1.127e-05
M:23 N:18,1.224e-05,1.226e-05,1.091e-05,1.204e-05
M:23 N:19,1.211e-05,1.289e-05,1.107e-05,1.262e-05
M:23 N:20,1.209e-05,1.386e-05,1.111e-05,1.301e-05
M:23 N:21,1.265e-05,1.401e-05,1.146e-05,1.371e-05
M:23 N:22,1.32e-05,1.536e-05,1.203e-05,1.473e-05
M:23 N:23,1.423e-05,1.521e-05,1.239e-05,1.479e-05
M:24 N:1,1.75e-06,1.69e-06,2.15e-06,2.26e-06
M:24 N:2,2.28e-06,2.26e-06,2.34e-06,2.66e-06
M:24 N:3,2.83e-06,2.8e-06,2.99e-06,3.37e-06
M:24 N:4,3.58e-06,4.09e-06,3.42e-06,4.23e-06
M:24 N:5,3.99e-06,3.98e-06,3.97e-06,4.84e-06
M:24 N:6,5.7e-06,4.69e-06,4.73e-06,5.53e-06
M:24 N:7,5.89e-06,5.13e-06,4.93e-06,5.95e-06
M:24 N:8,5.81e-06,5.76e-06,5.55e-06,6.54e-06
M:24 N:9,6.42e-06,6.57e-06,6.14e-06,7.76e-06
M:24 N:10,7.15e-06,7.09e-06,6.42e-06,7.68e-06
M:24 N:11,7.56e-06,8.03e-06,7.38e-06,8.59e-06
M:24 N:12,8.68e-06,8.23e-06,9.78e-06,8.93e-06
M:24 N:13,8.76e-06,8.74e-06,7.81e-06,1.059e-05
M:24 N:14,1.074e-05,9.67e-06,9.08e-06,1.05e-05
M:24 N:15,1.076e-05,1.049e-05,9.49e-06,1.127e-05
M:24 N:16,1.128e-05,1.061e-05,9.54e-06,1.122e-05
M:24 N:17,1.179e-05,1.128e-05,1.019e-05,1.19e-05
M:24 N:18,1.315e-05,1.201e-05,1.094e-05,1.267e-05
M:24 N:19,1.272e-05,1.23e-05,1.113e-05,1.289e-05
M:24 N:20,1.329e-05,1.32e-05,1.162e-05,1.433e-05
M:24 N:21,1.457e-05,1.447e-05,1.285e-05,1.481e-05
M:24 N:22,1.96e-05,1.48e-05,1.366e-05,1.548e-05
M:24 N:23,1.682e-05,1.524e-05,1.463e-05,1.531e-05
M:24 N:24,1.664e-05,1.564e-05,1.432e-05,1.586e-05
M:25 N:1,1.85e-06,1.84e-06,2.32e-06,2.36e-06
M:25 N:2,2.45e-06,2.47e-06,2.64e-06,3.16e-06
M:25 N:3,3.46e-06,3.2e-06,3.2e-06,3.76e-06
M:25 N:4,3.86e-06,3.82e-06,3.84e-06,4.51e-06
M:25 N:5,4.34e-06,4.34e-06,4.27e-06,5.26e-06
M:25 N:6,6.31e-06,5.48e-06,6.51e-06,6.04e-06
M:25 N:7,5.61e-06,5.54e-06,5.31e-06,6.52e-06
M:25 N:8,8.15e-06,6.24e-06,5.94e-06,7.07e-06
M:25 N:9,7.07e-06,7.06e-06,6.4e-06,7.75e-06
M:25 N:10,7.64e-06,7.55e-06,7.01e-06,8.26e-06
M:25 N:11,8.52e-06,8.91e-06,7.73e-06,1.057e-05
M:25 N:12,8.86e-06,8.79e-06,8.02e-06,9.54e-06
M:25 N:13,9.91e-06,1.024e-05,8.7e-06,1.094e-05
M:25 N:14,1.158e-05,1.042e-05,9.78e-06,1.116e-05
M:25 N:15,1.156e-05,1.202e-05,9.94e-06,1.213e-05
M:25 N:16,1.236e-05,1.156e-05,1.085e-05,1.213e-05
M:25 N:17,1.256e-05,1.273e-05,1.094e-05,1.281e-05
M:25 N:18,1.308e-05,1.277e-05,1.141e-05,1.345e-05
M:25 N:19,1.356e-05,1.336e-05,1.2e-05,1.401e-05
M:25 N:20,1.42e-05,1.414e-05,1.25e-05,1.767e-05
M:25 N:21,1.497e-05,1.495e-05,1.654e-05,1.539e-05
M:25 N:22,1.565e-05,1.561e-05,1.378e-05,1.603e-05
M:25 N:23,1.663e-05,1.61e-05,1.428e-05,1.73e-05
M:25 N:24,1.76e-05,1.689e-05,1.559e-05,1.721e-05
M:25 N:25,1.788e-05,1.771e-05,1.539e-05,1.802e-05
M:26 N:1,1.98e-06,2e-06,2.41e-06,2.52e-06
M:26 N:2,2.62e-06,2.68e-06,2.78e-06,3.17e-06
M:26 N:3,3.42e-06,3.45e-06,3.46e-06,4.27e-06
M:26 N:4,4.17e-06,4.23e-06,4.47e-06,4.96e-06
M:26 N:5,4.74e-06,4.72e-06,4.79e-06,5.61e-06
M:26 N:6,5.4e-06,5.53e-06,5.39e-06,6.6e-06
M:26 N:7,6.28e-06,6.24e-06,6.27e-06,7.11e-06
M:26 N:8,6.76e-06,7.04e-06,6.67e-06,8.23e-06
M:26 N:9,8.08e-06,7.77e-06,7.57e-06,8.57e-06
M:26 N:10,8.43e-06,8.62e-06,8.15e-06,9.42e-06
M:26 N:11,9e-06,9.61e-06,8.58e-06,1.219e-05
M:26 N:12,1.004e-05,1.02e-05,9.25e-06,1.077e-05
M:26 N:13,1.039e-05,1.099e-05,9.86e-06,1.144e-05
M:26 N:14,1.13e-05,1.185e-05,1.084e-05,1.223e-05
M:26 N:15,1.189e-05,1.266e-05,1.116e-05,1.292e-05
M:26 N:16,1.273e-05,1.352e-05,1.178e-05,1.367e-05
M:26 N:17,1.331e-05,1.472e-05,1.246e-05,1.428e-05
M:26 N:18,1.449e-05,1.51e-05,1.343e-05,1.5e-05
M:26 N:19,1.491e-05,1.597e-05,1.334e-05,1.572e-05
M:26 N:20,1.544e-05,1.659e-05,1.408e-05,1.632e-05
M:26 N:21,1.62e-05,1.731e-05,1.455e-05,1.723e-05
M:26 N:22,1.683e-05,1.8e-05,1.529e-05,1.779e-05
M:26 N:23,1.765e-05,1.873e-05,1.643e-05,1.843e-05
M:26 N:24,1.9e-05,1.985e-05,1.707e-05,1.911e-05
M:26 N:25,1.921e-05,2.068e-05,1.698e-05,1.981e-05
M:26 N:26,2.145e-05,2.089e-05,1.872e-05,2.086e-05
M:27 N:1,2.17e-06,2.14e-06,2.61e-06,2.72e-06
M:27 N:2,2.92e-06,2.82e-06,3e-06,3.4e-06
M:27 N:3,3.78e-06,3.74e-06,3.71e-06,4.53e-06
M:27 N:4,4.5e-06,4.51e-06,4.64e-06,5.33e-06
M:27 N:5,5.76e-06,5.12e-06,5.42e-06,6.29e-06
M:27 N:6,5.85e-06,5.9e-06,5.83e-06,6.87e-06
M:27 N:7,6.86e-06,6.57e-06,6.49e-06,7.65e-06
M:27 N:8,7.38e-06,7.55e-06,7.2e-06,8.43e-06
M:27 N:9,8.24e-06,8.39e-06,7.88e-06,9.36e-06
M:27 N:10,9.23e-06,9.31e-06,8.69e-06,1.012e-05
M:27 N:11,9.92e-06,1.01e-05,9.28e-06,1.077e-05
M:27 N:12,1.062e-05,1.1e-05,1.002e-05,1.163e-05
M:27 N:13,1.134e-05,1.186e-05,1.077e-05,1.226e-05
M:27 N:14,1.209e-05,1.286e-05,1.146e-05,1.313e-05
M:27 N:15,1.296e-05,1.363e-05,1.252e-05,1.39e-05
M:27 N:16,1.396e-05,1.458e-05,1.253e-05,1.464e-05
M:27 N:17,1.468e-05,1.528e-05,1.327e-05,1.533e-05
M:27 N:18,1.55e-05,1.622e-05,1.365e-05,1.615e-05
M:27 N:19,1.605e-05,1.724e-05,1.446e-05,1.689e-05
M:27 N:20,1.712e-05,1.783e-05,1.523e-05,1.833e-05
M:27 N:21,1.826e-05,1.886e-05,1.549e-05,1.864e-05
M:27 N:22,1.831e-05,1.936e-05,1.644e-05,1.926e-05
M:27 N:23,1.946e-05,2.008e-05,1.68e-05,1.981e-05
M:27 N:24,2.037e-05,2.086e-05,1.747e-05,2.074e-05
M:27 N:25,2.131e-05,2.171e-05,1.81e-05,2.129e-05
M:27 N:26,2.285e-05,2.331e-05,1.954e-05,2.222e-05
M:27 N:27,2.289e-05,2.328e-05,1.969e-05,2.291e-05
M:28 N:1,2.27e-06,2.17e-06,2.87e-06,2.76e-06
M:28 N:2,3.08e-06,2.96e-06,3.24e-06,3.55e-06
M:28 N:3,3.97e-06,3.85e-06,3.84e-06,4.58e-06
M:28 N:4,4.82e-06,4.74e-06,4.74e-06,5.54e-06
M:28 N:5,5.49e-06,5.32e-06,5.49e-06,6.34e-06
M:28 N:6,6.51e-06,6.09e-06,6.2e-06,7.32e-06
M:28 N:7,7.24e-06,6.8e-06,6.69e-06,7.79e-06
M:28 N:8,8.14e-06,7.74e-06,7.37e-06,8.68e-06
M:28 N:9,8.92e-06,8.49e-06,8e-06,9.51e-06
M:28 N:10,9.95e-06,9.36e-06,8.68e-06,1.029e-05
M:28 N:11,1.063e-05,1.011e-05,9.49e-06,1.147e-05
M:28 N:12,1.177e-05,1.1e-05,1.022e-05,1.193e-05
M:28 N:13,1.267e-05,1.174e-05,1.094e-05,1.289e-05
M:28 N:14,1.369e-05,1.266e-05,1.146e-05,1.365e-05
M:28 N:15,1.466e-05,1.352e-05,1.221e-05,1.44e-05
